group,kind,node,step,scenario,flow_kg_s,target_MW,minimum_MW,maximum_MW,gap_MW,violated,S_node_lo_K,S_node_hi_K,R_node_lo_K,R_node_hi_K
hand,source,1,1,1,2.2486772486772484,0.39999999999999997,0.18888888888888886,0.3777777777777777,0.022222222222222254,true,333.15,353.15,313.15,313.15
hand,source,1,2,1,2.2486772486772484,0.39999999999999997,0.18888888888888886,0.3777777777777777,0.022222222222222254,true,333.15,353.15,313.15,313.15
hand,source,1,3,1,2.2486772486772484,0.39999999999999997,0.18888888888888886,0.3777777777777777,0.022222222222222254,true,333.15,353.15,313.15,313.15
hand,source,1,4,1,2.2486772486772484,0.39999999999999997,0.18888888888888886,0.3777777777777777,0.022222222222222254,true,333.15,353.15,313.15,313.15
hand,source,1,5,1,2.2486772486772484,0.39999999999999997,0.18888888888888886,0.3777777777777777,0.022222222222222254,true,333.15,353.15,313.15,313.15
hand,source,1,6,1,2.2486772486772484,0.39999999999999997,0.18888888888888886,0.3777777777777777,0.022222222222222254,true,333.15,353.15,313.15,313.15
hand,source,1,7,1,2.2486772486772484,0.39999999999999997,0.18888888888888886,0.3777777777777777,0.022222222222222254,true,333.15,353.15,313.15,313.15
hand,source,1,8,1,2.2486772486772484,0.39999999999999997,0.18888888888888886,0.3777777777777777,0.022222222222222254,true,333.15,353.15,313.15,313.15
hand,source,1,9,1,2.2486772486772484,0.39999999999999997,0.18888888888888886,0.3777777777777777,0.022222222222222254,true,333.15,353.15,313.15,313.15
hand,source,1,10,1,2.2486772486772484,0.39999999999999997,0.18888888888888886,0.3777777777777777,0.022222222222222254,true,333.15,353.15,313.15,313.15
hand,source,1,11,1,2.2486772486772484,0.39999999999999997,0.18888888888888886,0.3777777777777777,0.022222222222222254,true,333.15,353.15,313.15,313.15
hand,source,1,12,1,2.2486772486772484,0.39999999999999997,0.18888888888888886,0.3777777777777777,0.022222222222222254,true,333.15,353.15,313.15,313.15
hand,source,1,13,1,2.2486772486772484,0.39999999999999997,0.18888888888888886,0.3777777777777777,0.022222222222222254,true,333.15,353.15,313.15,313.15
hand,source,1,14,1,2.2486772486772484,0.39999999999999997,0.18888888888888886,0.3777777777777777,0.022222222222222254,true,333.15,353.15,313.15,313.15
hand,source,1,15,1,2.2486772486772484,0.39999999999999997,0.18888888888888886,0.3777777777777777,0.022222222222222254,true,333.15,353.15,313.15,313.15
hand,source,1,16,1,2.2486772486772484,0.39999999999999997,0.18888888888888886,0.3777777777777777,0.022222222222222254,true,333.15,353.15,313.15,313.15
hand,load,2,1,1,2.2486772486772484,0.4,0.18888888888888938,0.37777777777777827,0.022222222222221755,true,343.15000000000003,343.15000000000003,303.15,323.15
hand,load,2,2,1,2.2486772486772484,0.4,0.18888888888888938,0.37777777777777827,0.022222222222221755,true,343.15000000000003,343.15000000000003,303.15,323.15
hand,load,2,3,1,2.2486772486772484,0.4,0.18888888888888938,0.37777777777777827,0.022222222222221755,true,343.15000000000003,343.15000000000003,303.15,323.15
hand,load,2,4,1,2.2486772486772484,0.4,0.18888888888888938,0.37777777777777827,0.022222222222221755,true,343.15000000000003,343.15000000000003,303.15,323.15
hand,load,2,5,1,2.2486772486772484,0.4,0.18888888888888938,0.37777777777777827,0.022222222222221755,true,343.15000000000003,343.15000000000003,303.15,323.15
hand,load,2,6,1,2.2486772486772484,0.4,0.18888888888888886,0.3777777777777777,0.02222222222222231,true,343.15,343.15,303.15,323.15
hand,load,2,7,1,2.2486772486772484,0.4,0.18888888888888886,0.3777777777777777,0.02222222222222231,true,343.15,343.15,303.15,323.15
hand,load,2,8,1,2.2486772486772484,0.4,0.18888888888888886,0.3777777777777777,0.02222222222222231,true,343.15,343.15,303.15,323.15
hand,load,2,9,1,2.2486772486772484,0.4,0.18888888888888886,0.3777777777777777,0.02222222222222231,true,343.15,343.15,303.15,323.15
hand,load,2,10,1,2.2486772486772484,0.4,0.18888888888888886,0.3777777777777777,0.02222222222222231,true,343.15,343.15,303.15,323.15
hand,load,2,11,1,2.2486772486772484,0.4,0.18888888888888886,0.3777777777777777,0.02222222222222231,true,343.15,343.15,303.15,323.15
hand,load,2,12,1,2.2486772486772484,0.4,0.18888888888888886,0.3777777777777777,0.02222222222222231,true,343.15,343.15,303.15,323.15
hand,load,2,13,1,2.2486772486772484,0.4,0.18888888888888886,0.3777777777777777,0.02222222222222231,true,343.15,343.15,303.15,323.15
hand,load,2,14,1,2.2486772486772484,0.4,0.18888888888888886,0.3777777777777777,0.02222222222222231,true,343.15,343.15,303.15,323.15
hand,load,2,15,1,2.2486772486772484,0.4,0.18888888888888886,0.3777777777777777,0.02222222222222231,true,343.15,343.15,303.15,323.15
hand,load,2,16,1,2.2486772486772484,0.4,0.18888888888888886,0.3777777777777777,0.02222222222222231,true,343.15,343.15,303.15,323.15
reserve_event_1,source,1,1,1,2.3625000000000047,0.09922500000000017,0.09969750000000066,0.29814750000000106,0.0004725000000004864,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,1,2,2.3625000000000047,0.09922500000000012,0.09969750000000066,0.29814750000000106,0.00047250000000054193,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,2,1,2.3625000000000047,0.09922500000000017,0.09969750000000066,0.29814750000000106,0.0004725000000004864,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,2,2,2.3625000000000047,0.09922500000000012,0.09969750000000066,0.29814750000000106,0.00047250000000054193,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,3,1,2.3625000000000047,0.09922500000000017,0.09969750000000066,0.29814750000000106,0.0004725000000004864,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,3,2,2.3625000000000047,0.09922500000000012,0.09969750000000066,0.29814750000000106,0.00047250000000054193,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,4,1,2.3625000000000047,0.09922500000000017,0.09969750000000066,0.29814750000000106,0.0004725000000004864,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,4,2,2.3625000000000047,0.09922500000000012,0.09969750000000066,0.29814750000000106,0.00047250000000054193,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,5,1,2.3625000000000047,0.09922500000000017,0.09969750000000066,0.29814750000000106,0.0004725000000004864,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,5,2,2.3625000000000047,0.09922500000000012,0.09969750000000066,0.29814750000000106,0.00047250000000054193,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,6,1,2.3625000000000047,0.09922500000000017,0.09969750000000066,0.29814750000000106,0.0004725000000004864,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,6,2,2.3625000000000047,0.09922500000000012,0.09969750000000066,0.29814750000000106,0.00047250000000054193,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,7,1,2.3625000000000047,0.09922500000000017,0.09969750000000066,0.29814750000000106,0.0004725000000004864,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,7,2,2.3625000000000047,0.09922500000000012,0.09969750000000066,0.29814750000000106,0.00047250000000054193,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,8,1,2.3625000000000047,0.09922500000000017,0.09969750000000066,0.29814750000000106,0.0004725000000004864,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,8,2,2.3625000000000047,0.09922500000000012,0.09969750000000066,0.29814750000000106,0.00047250000000054193,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,9,1,2.3625000000000047,0.09922500000000017,0.09969750000000066,0.29814750000000106,0.0004725000000004864,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,9,2,2.3625000000000047,0.09922500000000012,0.09969750000000066,0.29814750000000106,0.00047250000000054193,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,10,1,2.3625000000000047,0.09922500000000017,0.09969750000000178,0.2981475000000022,0.0004725000000016105,true,333.15,353.15,323.10238095238077,323.10238095238077
reserve_event_1,source,1,10,2,2.3625000000000047,0.09922500000000012,0.09969750000000178,0.2981475000000022,0.00047250000000166603,true,333.15,353.15,323.10238095238077,323.10238095238077
reserve_event_1,source,1,11,1,2.3625000000000047,0.09922500000000017,0.09969750000000066,0.29814750000000106,0.0004725000000004864,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,11,2,2.3625000000000047,0.09922500000000012,0.09969750000000066,0.29814750000000106,0.00047250000000054193,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,12,1,2.3625000000000047,0.09922500000000017,0.09969750000000066,0.29814750000000106,0.0004725000000004864,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,12,2,2.3625000000000047,0.09922500000000012,0.09969750000000066,0.29814750000000106,0.00047250000000054193,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,13,1,2.3625000000000047,0.09922500000000017,0.09969750000000066,0.29814750000000106,0.0004725000000004864,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,13,2,2.3625000000000047,0.09922500000000012,0.09969750000000066,0.29814750000000106,0.00047250000000054193,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,14,1,2.3625000000000047,0.09922500000000017,0.09969750000000066,0.29814750000000106,0.0004725000000004864,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,14,2,2.3625000000000047,0.09922500000000012,0.09969750000000066,0.29814750000000106,0.00047250000000054193,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,15,1,2.3625000000000047,0.09922500000000017,0.09969750000000066,0.29814750000000106,0.0004725000000004864,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,15,2,2.3625000000000047,0.09922500000000012,0.09969750000000066,0.29814750000000106,0.00047250000000054193,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,16,1,2.3625000000000047,0.09922500000000017,0.09969750000000066,0.29814750000000106,0.0004725000000004864,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,source,1,16,2,2.3625000000000047,0.09922500000000012,0.09969750000000066,0.29814750000000106,0.00047250000000054193,true,333.15,353.15,323.1023809523809,323.1023809523809
reserve_event_1,load,2,1,1,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,1,2,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,2,1,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,2,2,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,3,1,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,3,2,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,4,1,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,4,2,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,5,1,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,5,2,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,6,1,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,6,2,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,7,1,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,7,2,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,8,1,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,8,2,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,9,1,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,9,2,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,10,1,2.3625000000000047,0.4,0.188999999999998,0.3874499999999984,0.012550000000001615,true,342.1976190476188,342.1976190476188,303.15,323.15
reserve_event_1,load,2,10,2,2.3625000000000047,0.4,0.188999999999998,0.3874499999999984,0.012550000000001615,true,342.1976190476188,342.1976190476188,303.15,323.15
reserve_event_1,load,2,11,1,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,11,2,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,12,1,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,12,2,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,13,1,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,13,2,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,14,1,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,14,2,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,15,1,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,15,2,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,16,1,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_1,load,2,16,2,2.3625000000000047,0.4,0.1889999999999997,0.3874500000000001,0.012549999999999895,true,342.19761904761896,342.19761904761896,303.15,323.15
reserve_event_2,source,1,1,1,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,1,2,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,2,1,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,2,2,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,3,1,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,3,2,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,4,1,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,4,2,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,5,1,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,5,2,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,6,1,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,6,2,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,7,1,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,7,2,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,8,1,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,8,2,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,9,1,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,9,2,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,10,1,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,10,2,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,11,1,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,11,2,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,12,1,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,12,2,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,13,1,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,13,2,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,14,1,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,14,2,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,15,1,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,15,2,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,16,1,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,source,1,16,2,2.375,0.09975,0.09974999999999999,0.29924999999999996,0.0,false,333.15,353.15,323.15,323.15
reserve_event_2,load,2,1,1,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,1,2,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,2,1,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,2,2,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,3,1,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,3,2,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,4,1,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,4,2,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,5,1,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,5,2,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,6,1,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,6,2,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,7,1,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,7,2,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,8,1,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,8,2,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,9,1,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,9,2,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,10,1,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,10,2,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,11,1,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,11,2,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,12,1,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,12,2,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,13,1,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,13,2,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,14,1,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,14,2,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
reserve_event_2,load,2,15,1,2.375,0.4,0.19000000000000045,0.38950000000000046,0.010499999999999565,true,342.19761904761907,342.19761904761907,303.15,323.15
