run_id,t,time_h,node,tau_S_K,tau_R_K,H_MW,m_kg_s
r2-20260916T160804-f27083ae,1,1.0,1,347.73572464416276,315.3104465912885,0.11159692455340738,0.8730777068738637
r2-20260916T160804-f27083ae,1,1.0,2,351.729893666151,313.0,0.15,0.8730777068738637
r2-20260916T160804-f27083ae,2,2.0,1,356.3785567597879,311.23779105953076,0.22433053376776751,1.0792801476407459
r2-20260916T160804-f27083ae,2,2.0,2,352.2714702102982,313.0,0.16,1.0792801476407459
r2-20260916T160804-f27083ae,3,3.0,1,354.98430817651325,311.9882314959515,0.19542946076738468,1.0327104767404214
r2-20260916T160804-f27083ae,3,3.0,2,353.8412738494543,313.0,0.17,1.0327104767404214
r2-20260916T160804-f27083ae,4,4.0,1,352.7536288981971,313.0523166407399,0.16287998779303922,0.9794745327390537
r2-20260916T160804-f27083ae,4,4.0,2,353.4255764819688,313.0,0.16,0.9794745327390537
