run_id,case,policy,loss,node,t,H_src_MW,H_D_MW,P_CHP_MW,P_HP_MW,P_EB_MW,P_PV_MW,source_mass_kg_s,load_mass_kg_s,S_K,R_K
import--joint--exponential,import,joint,exponential,1,3,0.036269694570846056,0.0,0.03022474547570505,0.0,0.0,0.0,0.2134472651378121,0.0,344.37277205055204,303.7212302374278
import--joint--exponential,import,joint,exponential,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.15,303.15
import--joint--exponential,import,joint,exponential,2,1,0.10732272333742868,0.10732272333742868,0.0,0.03577424111247623,0.0,0.0,0.8392617452911642,0.8392617452911642,348.44635587974346,317.85364412025643
import--joint--exponential,import,joint,exponential,2,2,0.12932267037397147,0.12932267058739988,0.0,0.043107556791323824,0.0,0.27,0.7631166024756323,0.7734610259401289,343.62126167313943,303.42532674438763
import--joint--exponential,import,joint,exponential,2,3,0.10958309488227877,0.10958309490453155,0.0,0.03652769829409292,0.0,0.355275945246147,0.6435872367366162,0.6554013121294756,344.4451840276769,304.14046176654034
import--joint--exponential,import,joint,exponential,2,4,0.10732487156038285,0.10732487156038284,0.0,0.035774957186794284,0.0,0.09000000000000001,0.8392757602236725,0.8392757602236851,348.44640662238965,317.8535933776103
import--joint--exponential,import,joint,exponential,3,1,0.211527784404903,0.211527784404903,0.14999999996678764,0.0,0.03318714152079774,0.0,1.6581634240788024,1.6581634240788024,348.409271907814,317.89072809218595
import--joint--exponential,import,joint,exponential,3,2,0.17999999997112934,0.27166722368595486,0.14999999996579902,0.0,1.2811113281330222e-11,0.0,1.0765573086388485,1.6269677889539658,343.2538879073303,303.307086736192
import--joint--exponential,import,joint,exponential,3,3,0.1799999999941228,0.21334919729707988,0.14999999992768592,0.0,0.0,0.0,1.0791822682123682,1.280815457957347,343.4317146080973,303.5817287999618
import--joint--exponential,import,joint,exponential,3,4,0.21152778440495318,0.21152778440495318,0.14999999997024716,0.0,0.03318714151648064,0.0,1.658163424068207,1.658163424068219,348.409271907915,317.89072809208494
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,1,1,0.035265891537041516,0.0,0.029388242947534598,0.0,0.0,0.0,0.23791705319856837,0.0,356.4951104407826,321.0339342748242
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,1,2,0.1314173173451412,0.0,0.10951443112095101,0.0,0.0,0.0,0.6867400234644244,0.0,363.15,317.3691389319404
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,1,3,0.03693341355863186,0.0,0.03077784463219322,0.0,0.0,0.0,0.22186310660201022,0.0,356.53026617894466,316.7050459138774
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.15,303.15
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,2,1,0.10666629172669624,0.10666629172669624,0.0,0.035555430575565414,0.0,0.0,0.7672227956991031,0.8029667462972047,354.9299606608022,321.57693436795387
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,2,2,0.09251530055558686,0.12866616614128443,0.0,0.030838433518528954,0.0,0.27,0.7623585677132327,0.9867392092288951,354.22956216395374,317.557254664906
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,2,3,0.10958341583478196,0.10958341583478197,0.0,0.036527805278260654,0.0,0.35527429274296785,0.6555972721841002,0.6993606710396779,356.7435452977037,317.2873366042067
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,2,4,0.10666629660289645,0.10666629660289645,0.0,0.035555432200965485,0.0,0.09000000000000001,0.8956824524758681,0.8956824524758681,343.150009999568,314.65971004816004
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,3,1,0.18,0.21166589153704152,0.15,0.0,0.0,0.0,1.2911301946793239,1.4933032972797906,349.878156881957,315.96826178282004
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,3,2,0.18,0.2716664517594436,0.15,0.0,0.0,0.0,1.1637635523795908,1.626122934328353,346.1148975349595,306.14746550882876
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,3,3,0.18,0.21333341355863183,0.15,0.0,0.0,0.0,1.3098987775983573,1.4879984853447898,344.5744343518833,310.2755506964511
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,3,4,0.20944156153291804,0.20944156153291804,0.15,0.0,0.030991117403071616,0.0,1.2526409182590792,1.2526409182590792,343.15001003918945,303.15
electric_bottleneck--fixed--exponential,electric_bottleneck,fixed,exponential,1,1,0.03460707891461224,0.0,0.028839232428843533,0.0,0.0,0.0,0.20354396966714763,0.0,344.4328965958589,303.7576287630541
electric_bottleneck--fixed--exponential,electric_bottleneck,fixed,exponential,1,2,0.13072400111470056,0.0,0.1089366675955838,0.0,0.0,0.0,0.7785356374303878,0.0,343.4827925959768,303.31291086744636
electric_bottleneck--fixed--exponential,electric_bottleneck,fixed,exponential,1,3,0.036267967498607084,0.0,0.03022330624883924,0.0,0.0,0.0,0.2134370094602352,0.0,344.3728314134552,303.7212721060377
electric_bottleneck--fixed--exponential,electric_bottleneck,fixed,exponential,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.15,303.15
electric_bottleneck--fixed--exponential,electric_bottleneck,fixed,exponential,2,1,0.1066663956140187,0.10666639564201152,0.0,0.0355554652046729,0.0,0.0,0.6260903654503404,0.6379569320405512,344.51321477105284,304.19825273230174
electric_bottleneck--fixed--exponential,electric_bottleneck,fixed,exponential,2,2,0.09250241773313779,0.12866666469047067,0.0,0.030834139244379263,0.0,0.27,0.5414121029036121,0.7695375452959579,343.62126191829105,303.4247445406046
