run_id,case,policy,loss,pipe,from,to,t,active,m_kg_s,H_in_MW,H_out_MW,loss_MW,S_in_K,S_out_K,R_in_K,R_out_K
open--fixed--reference,open,fixed,reference,5,3,2,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--reference,open,fixed,reference,5,3,2,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--reference,open,fixed,reference,6,3,1,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--reference,open,fixed,reference,6,3,1,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--reference,open,fixed,reference,6,3,1,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--reference,open,fixed,reference,6,3,1,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--exponential,open,fixed,exponential,1,1,2,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--exponential,open,fixed,exponential,1,1,2,2,true,0.6805078573909594,0.11443744066676148,0.112990164900726,0.001447275766035483,343.5308826741871,343.1500018008587,303.42799178316443,303.3000787935284
open--fixed--exponential,open,fixed,exponential,1,1,2,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--exponential,open,fixed,exponential,1,1,2,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--exponential,open,fixed,exponential,2,2,3,1,true,1.159125445259444,0.19488779076169946,0.19344511257478278,0.0014426781869166794,343.37331972665015,343.1500015824087,303.2244393794506,303.15
open--fixed--exponential,open,fixed,exponential,2,2,3,2,true,0.5446797830358686,0.092154739859552,0.09070903248918272,0.0014457073703692813,343.62623920527204,343.1500011282425,303.30874732783843,303.1500012948692
open--fixed--exponential,open,fixed,exponential,2,2,3,3,true,0.6127698822577452,0.10353892800761273,0.10209385627387163,0.0014450717337411018,343.5731353832492,343.1500023145169,303.2910467149972,303.15000234763784
open--fixed--exponential,open,fixed,exponential,2,2,3,4,true,1.1591261641670516,0.19488790330048392,0.19344522502255534,0.0014426782779285718,343.3733195878509,343.15000158237234,303.224440933524,303.1500015943934
open--fixed--exponential,open,fixed,exponential,3,1,3,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--exponential,open,fixed,exponential,3,1,3,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--exponential,open,fixed,exponential,3,1,3,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--exponential,open,fixed,exponential,3,1,3,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--exponential,open,fixed,exponential,4,2,1,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--exponential,open,fixed,exponential,4,2,1,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--exponential,open,fixed,exponential,4,2,1,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--exponential,open,fixed,exponential,4,2,1,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--exponential,open,fixed,exponential,5,3,2,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--exponential,open,fixed,exponential,5,3,2,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--exponential,open,fixed,exponential,5,3,2,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--exponential,open,fixed,exponential,5,3,2,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--exponential,open,fixed,exponential,6,3,1,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--exponential,open,fixed,exponential,6,3,1,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--exponential,open,fixed,exponential,6,3,1,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--fixed--exponential,open,fixed,exponential,6,3,1,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--reference,open,joint,reference,1,1,2,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--reference,open,joint,reference,1,1,2,2,true,0.8634468113738845,0.11480019972611821,0.11300019972612169,0.0017999999999965266,345.94052629883106,345.5914192053433,314.28255309895115,314.1329357766024
open--joint--reference,open,joint,reference,1,1,2,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--reference,open,joint,reference,1,1,2,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--reference,open,joint,reference,2,2,3,1,true,1.520641666218979,0.19493252571885902,0.19313252571886186,0.001799999999997165,348.1493363009914,347.95110721560286,317.5665961584099,317.48164083610055
open--joint--reference,open,joint,reference,2,2,3,2,true,0.7000094808486005,0.09251869510841795,0.09071869510841983,0.0017999999999981225,345.2751418366725,344.8445256593991,313.84060685394536,313.65605706368524
open--joint--reference,open,joint,reference,2,2,3,3,true,0.8079770745114792,0.10331648451590641,0.10151648451590292,0.0018000000000034933,348.21998099766364,347.8469067902292,317.78882584896616,317.62893690292265
open--joint--reference,open,joint,reference,2,2,3,4,true,1.5206727547427656,0.19493252571885897,0.19313252506655665,0.0018000006523023193,348.14899368185706,347.95076864904945,317.56687878039827,317.4819251949094
open--joint--reference,open,joint,reference,3,1,3,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--reference,open,joint,reference,3,1,3,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--reference,open,joint,reference,3,1,3,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--reference,open,joint,reference,3,1,3,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--reference,open,joint,reference,4,2,1,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--reference,open,joint,reference,4,2,1,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--reference,open,joint,reference,4,2,1,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--reference,open,joint,reference,4,2,1,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--reference,open,joint,reference,5,3,2,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--reference,open,joint,reference,5,3,2,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--reference,open,joint,reference,5,3,2,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--reference,open,joint,reference,5,3,2,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--reference,open,joint,reference,6,3,1,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--reference,open,joint,reference,6,3,1,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--reference,open,joint,reference,6,3,1,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--reference,open,joint,reference,6,3,1,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--exponential,open,joint,exponential,1,1,2,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--exponential,open,joint,exponential,1,1,2,2,true,0.6814785743575478,0.11459871666538991,0.11315144478881999,0.0014472718765699277,343.530338425362,343.1500018052092,303.42795528421715,303.3002241522371
open--joint--exponential,open,joint,exponential,1,1,2,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--exponential,open,joint,exponential,1,1,2,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--exponential,open,joint,exponential,2,2,3,1,true,1.1593929651222967,0.19493251189375577,0.19348983429733305,0.00144267759642272,343.3732680877753,343.1500015680639,303.22442375714326,303.15000157997184
open--joint--exponential,open,joint,exponential,2,2,3,2,true,0.5447413726255899,0.09216503751269534,0.09071933083309952,0.0014457066795958151,343.6261840105078,343.15,303.3087280035026,303.15
open--joint--exponential,open,joint,exponential,2,2,3,3,true,0.6099207138342267,0.10306257087206233,0.10161747543312973,0.001445095438932606,343.57511899376107,343.1500023256913,303.29170555053054,303.15
open--joint--exponential,open,joint,exponential,2,2,3,4,true,1.1593929193245094,0.19493251189340433,0.19348983432536793,0.001442677568036399,343.37326809661107,343.1500015680639,303.2244221742374,303.15
open--joint--exponential,open,joint,exponential,3,1,3,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--exponential,open,joint,exponential,3,1,3,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--exponential,open,joint,exponential,3,1,3,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--exponential,open,joint,exponential,3,1,3,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--exponential,open,joint,exponential,4,2,1,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--exponential,open,joint,exponential,4,2,1,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--exponential,open,joint,exponential,4,2,1,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--exponential,open,joint,exponential,4,2,1,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--exponential,open,joint,exponential,5,3,2,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--exponential,open,joint,exponential,5,3,2,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--exponential,open,joint,exponential,5,3,2,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--exponential,open,joint,exponential,5,3,2,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--exponential,open,joint,exponential,6,3,1,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--exponential,open,joint,exponential,6,3,1,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--exponential,open,joint,exponential,6,3,1,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
open--joint--exponential,open,joint,exponential,6,3,1,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--reference,import,fixed,reference,1,1,2,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--reference,import,fixed,reference,1,1,2,2,true,0.7107954937155659,0.09526666674941955,0.09346666674941956,0.001799999999999996,349.7451046638972,349.3210229000655,317.8626825075502,317.68093318019373
import--fixed--reference,import,fixed,reference,1,1,2,3,true,0.2680485804173724,0.03693333319020155,0.03513333319020945,0.0017999999999920996,350.44544208349635,349.320886951662,317.9642439853944,317.48229178603674
import--fixed--reference,import,fixed,reference,1,1,2,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--reference,import,fixed,reference,2,2,3,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--reference,import,fixed,reference,2,2,3,2,true,0.7010043105411312,0.09346666584472282,0.09166666584472283,0.001799999999999996,349.1970722575829,348.7670671889038,317.4836299332359,317.29934204665915
import--fixed--reference,import,fixed,reference,2,2,3,3,true,0.2614726383385326,0.03513333309643019,0.0333333330964302,0.001799999999999996,349.2977552918883,348.1449180060682,317.6465773281111,317.15250420561676
import--fixed--reference,import,fixed,reference,2,2,3,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--reference,import,fixed,reference,3,1,3,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--reference,import,fixed,reference,3,1,3,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--reference,import,fixed,reference,3,1,3,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--reference,import,fixed,reference,3,1,3,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--reference,import,fixed,reference,4,2,1,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--reference,import,fixed,reference,4,2,1,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--reference,import,fixed,reference,4,2,1,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--reference,import,fixed,reference,4,2,1,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--reference,import,fixed,reference,5,3,2,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--reference,import,fixed,reference,5,3,2,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--reference,import,fixed,reference,5,3,2,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--reference,import,fixed,reference,5,3,2,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--reference,import,fixed,reference,6,3,1,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--reference,import,fixed,reference,6,3,1,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--reference,import,fixed,reference,6,3,1,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--reference,import,fixed,reference,6,3,1,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--exponential,import,fixed,exponential,1,1,2,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--exponential,import,fixed,exponential,1,1,2,2,true,0.5607548014646105,0.09456058725090635,0.09311287171297691,0.0014477155379294393,343.61253571817,343.1500023154573,303.4253194920243,303.2702149730963
import--fixed--exponential,import,fixed,exponential,1,1,2,3,true,0.21343997192618167,0.03626846642834686,0.034803454883049166,0.0014650115452976911,344.372814265186,343.1500010949018,304.14050674583257,303.72125996000904
import--fixed--exponential,import,fixed,exponential,1,1,2,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--exponential,import,fixed,exponential,2,2,3,1,false,0.0,0.0,8.604228440844963e-16,-8.604228440844963e-16,NaN,NaN,NaN,NaN
import--fixed--exponential,import,fixed,exponential,2,2,3,2,true,0.5504104803579537,0.09311287149684906,0.09166722372203068,0.0014456477748183844,343.6212616731184,343.15000145316554,303.3070867361797,303.15
import--fixed--exponential,import,fixed,exponential,2,2,3,3,true,0.20162583461989517,0.03480345486080115,0.03334796776237803,0.0014554870984231222,344.4452317781635,343.1500006516599,303.5817447159587,303.1500009904327
import--fixed--exponential,import,fixed,exponential,2,2,3,4,false,0.0,0.0,5.551115123125783e-17,-5.551115123125783e-17,NaN,NaN,NaN,NaN
import--fixed--exponential,import,fixed,exponential,3,1,3,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--exponential,import,fixed,exponential,3,1,3,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--exponential,import,fixed,exponential,3,1,3,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--exponential,import,fixed,exponential,3,1,3,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--exponential,import,fixed,exponential,4,2,1,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--exponential,import,fixed,exponential,4,2,1,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--exponential,import,fixed,exponential,4,2,1,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--exponential,import,fixed,exponential,4,2,1,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--exponential,import,fixed,exponential,5,3,2,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--exponential,import,fixed,exponential,5,3,2,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--exponential,import,fixed,exponential,5,3,2,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--exponential,import,fixed,exponential,5,3,2,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--exponential,import,fixed,exponential,6,3,1,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--exponential,import,fixed,exponential,6,3,1,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--exponential,import,fixed,exponential,6,3,1,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--fixed--exponential,import,fixed,exponential,6,3,1,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--reference,import,joint,reference,1,1,2,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--reference,import,joint,reference,1,1,2,2,true,0.710640090502135,0.0952666666884557,0.09346666668845569,0.00180000000000001,349.76687685067645,349.3427023483829,317.8774826471052,317.6956935746937
import--joint--reference,import,joint,reference,1,1,2,3,true,0.28063172688821003,0.03693328130253273,0.03513328130253274,0.001799999999999996,349.6954176839124,348.6212860807576,318.6706767398239,318.2103346241861
import--joint--reference,import,joint,reference,1,1,2,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--reference,import,joint,reference,2,2,3,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--reference,import,joint,reference,2,2,3,2,true,0.7028866407873517,0.09346666647505956,0.09166666647505956,0.00180000000000001,349.16979818150764,348.74094466629373,317.54128423314137,317.3574898694783
import--joint--reference,import,joint,reference,2,2,3,3,true,0.2692894661913626,0.03513328120876518,0.03333328120876891,0.0017999999999962699,348.9893583920893,347.86998520990824,318.25698436927956,317.7772530054877
import--joint--reference,import,joint,reference,2,2,3,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--reference,import,joint,reference,3,1,3,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--reference,import,joint,reference,3,1,3,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--reference,import,joint,reference,3,1,3,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--reference,import,joint,reference,3,1,3,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--reference,import,joint,reference,4,2,1,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--reference,import,joint,reference,4,2,1,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--reference,import,joint,reference,4,2,1,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--reference,import,joint,reference,4,2,1,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--reference,import,joint,reference,5,3,2,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--reference,import,joint,reference,5,3,2,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--reference,import,joint,reference,5,3,2,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--reference,import,joint,reference,5,3,2,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--reference,import,joint,reference,6,3,1,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--reference,import,joint,reference,6,3,1,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--reference,import,joint,reference,6,3,1,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--reference,import,joint,reference,6,3,1,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--exponential,import,joint,exponential,1,1,2,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--exponential,import,joint,exponential,1,1,2,2,true,0.5607549037795698,0.0945605873705373,0.09311287170307181,0.0014477156674654879,343.6125356334509,343.15000231545616,303.42532674438763,303.27022219817144
import--joint--exponential,import,joint,exponential,1,1,2,3,true,0.21344726513782122,0.03626969457084661,0.03480468423420671,0.0014650103366398992,344.37277205055204,343.15000108526266,304.14046176654034,303.7212300601591
import--joint--exponential,import,joint,exponential,1,1,2,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--exponential,import,joint,exponential,2,2,3,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--exponential,import,joint,exponential,2,2,3,2,true,0.5504104803150733,0.09311287148964337,0.09166722371482552,0.0014456477748178431,343.62126167313943,343.15000145314986,303.307086736192,303.15
import--joint--exponential,import,joint,exponential,2,2,3,3,true,0.20163318974497885,0.03480468421195393,0.03334919730295706,0.0014554869089968697,344.4451840276769,343.1500006545453,303.5817287999618,303.15000099220947
import--joint--exponential,import,joint,exponential,2,2,3,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--exponential,import,joint,exponential,3,1,3,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--exponential,import,joint,exponential,3,1,3,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--exponential,import,joint,exponential,3,1,3,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--exponential,import,joint,exponential,3,1,3,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--exponential,import,joint,exponential,4,2,1,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--exponential,import,joint,exponential,4,2,1,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--exponential,import,joint,exponential,4,2,1,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--exponential,import,joint,exponential,4,2,1,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--exponential,import,joint,exponential,5,3,2,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--exponential,import,joint,exponential,5,3,2,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--exponential,import,joint,exponential,5,3,2,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--exponential,import,joint,exponential,5,3,2,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--exponential,import,joint,exponential,6,3,1,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--exponential,import,joint,exponential,6,3,1,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--exponential,import,joint,exponential,6,3,1,3,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
import--joint--exponential,import,joint,exponential,6,3,1,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,1,1,2,1,true,0.23791705319856837,0.035265891537041516,0.03346589153704153,0.0017999999999999891,356.4951104407826,355.22813355683894,321.57693436795387,321.0339442748352
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,1,1,2,2,true,0.6867400234644244,0.1314173173451412,0.1296173173451412,0.001799999999999996,363.15,362.71106328974696,317.557254664906,317.3691389319404
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,1,1,2,3,true,0.22186310660201022,0.03693341355863186,0.03513341355863186,0.001800000000000003,356.53026617894466,355.1716112348431,317.2873366042067,316.7050559138774
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,1,1,2,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,2,2,3,1,true,0.2021731026004668,0.03346589153704152,0.031665891537041524,0.001799999999999996,354.9299606608022,353.438983855177,315.96826178282004,315.3292717232664
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,2,2,3,2,true,0.46235938194876214,0.09346645175944363,0.0916664517594436,0.0018000000000000238,354.22956216395374,353.5776117147632,306.14746550882876,305.8680579534558
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,2,2,3,3,true,0.17809970774643258,0.03513341355863184,0.03333341355863184,0.001799999999999996,356.7435452977037,355.0510360257192,310.2755506964511,309.55018957988636
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,2,2,3,4,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,3,1,3,1,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
electric_bottleneck--fixed--reference,electric_bottleneck,fixed,reference,3,1,3,2,false,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN
