record_id,run_id,scenario,group,id,entity,t,residual,tolerance,normalized,pass,unit
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/auxiliary,5-3-exact,PCC,1,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/auxiliary,5-3-exact,PCC,2,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/auxiliary,5-3-exact,PCC,3,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/auxiliary,5-3-exact,PCC,4,1.1379786002407855e-15,2.0e-6,5.689893001203927e-10,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/comfort,5-28,building,1,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/comfort,5-28,building,2,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/comfort,5-28,building,3,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/comfort,5-28,building,4,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/comfort,R5-D-building,building,1,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/comfort,R5-D-building,building,2,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/comfort,R5-D-building,building,3,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/comfort,R5-D-building,building,4,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/comfort,building-energy,building,1,2.3245294578089215e-16,2.0e-6,1.1622647289044608e-10,true,MWh
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/comfort,building-energy,building,2,3.0184188481996443e-16,2.0e-6,1.5092094240998222e-10,true,MWh
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/comfort,building-energy,building,3,3.7247982476174007e-16,2.0e-6,1.8623991238087004e-10,true,MWh
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/comfort,building-energy,building,4,3.3306690738754696e-16,2.0e-6,1.6653345369377348e-10,true,MWh
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/comfort,terminal,building,4,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/cost,5-5-cost,total,0,1.1368683772161603e-12,3.1801891971172625e-5,3.574845101186729e-8,true,USD
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/delivery,5-3-epigraph,PCC,1,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/delivery,5-3-epigraph,PCC,2,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/delivery,5-3-epigraph,PCC,3,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/delivery,5-3-epigraph,PCC,4,1.1379786002407855e-15,2.0e-6,5.689893001203927e-10,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/delivery,5-4,window,0,0.0,4.9999999999999996e-6,0.0,true,MWh
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/delivery,R5-D-delivery,PCC,1,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/delivery,R5-D-delivery,PCC,2,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/delivery,R5-D-delivery,PCC,3,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/delivery,R5-D-delivery,PCC,4,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-10,CHP,1,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-10,CHP,2,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-10,CHP,3,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-10,CHP,4,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-10,GT,1,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-10,GT,2,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-10,GT,3,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-10,GT,4,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-14,1,1,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-14,1,2,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-14,1,3,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-14,1,4,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-14,2,1,3.469446951953614e-18,2.0e-6,1.734723475976807e-12,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-14,2,2,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-14,2,3,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-14,2,4,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-15,1,1,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-15,1,2,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-15,1,3,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-15,1,4,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-15,2,1,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-15,2,2,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-15,2,3,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-15,2,4,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-16,e12,1,1.5612511283791264e-17,1.0e-6,1.5612511283791264e-11,true,pu
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-16,e12,2,1.713039432527097e-17,1.0e-6,1.713039432527097e-11,true,pu
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-16,e12,3,1.0551997643715172e-16,1.0e-6,1.0551997643715172e-10,true,pu
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-16,e12,4,4.8030156241107846e-17,1.0e-6,4.8030156241107846e-11,true,pu
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-17,1,1,0.0,1.0e-6,0.0,true,pu
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-17,1,2,0.0,1.0e-6,0.0,true,pu
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-17,1,3,0.0,1.0e-6,0.0,true,pu
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-17,1,4,0.0,1.0e-6,0.0,true,pu
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-17,2,1,0.0,1.0e-6,0.0,true,pu
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-17,2,2,0.0,1.0e-6,0.0,true,pu
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-17,2,3,0.0,1.0e-6,0.0,true,pu
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-17,2,4,0.0,1.0e-6,0.0,true,pu
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-31,building,1,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-31,building,2,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-31,building,3,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-31,building,4,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-P,CHP,1,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-P,CHP,2,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-P,CHP,3,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-P,CHP,4,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-P,EB,1,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-P,EB,2,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-P,EB,3,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-P,EB,4,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-P,GT,1,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-P,GT,2,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-P,GT,3,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-P,GT,4,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-P,PV,1,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-P,PV,2,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-P,PV,3,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-P,PV,4,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-Q,CHP,1,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-Q,CHP,2,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-Q,CHP,3,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-Q,CHP,4,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-Q,EB,1,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-Q,EB,2,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-Q,EB,3,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-Q,EB,4,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-Q,GT,1,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-Q,GT,2,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-Q,GT,3,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-Q,GT,4,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-Q,PV,1,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-Q,PV,2,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-Q,PV,3,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,5-9-Q,PV,4,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,P-line-bound,e12,1,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,P-line-bound,e12,2,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,P-line-bound,e12,3,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,P-line-bound,e12,4,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,PCC-bound,PCC,1,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,PCC-bound,PCC,2,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,PCC-bound,PCC,3,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,PCC-bound,PCC,4,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,Q-line-bound,e12,1,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,Q-line-bound,e12,2,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,Q-line-bound,e12,3,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,Q-line-bound,e12,4,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,QCC-bound,PCC,1,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,QCC-bound,PCC,2,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,QCC-bound,PCC,3,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,QCC-bound,PCC,4,0.0,2.0e-6,0.0,true,Mvar
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,root-voltage,1,1,0.0,1.0e-6,0.0,true,pu
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,root-voltage,1,2,0.0,1.0e-6,0.0,true,pu
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,root-voltage,1,3,0.0,1.0e-6,0.0,true,pu
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/electric,root-voltage,1,4,0.0,1.0e-6,0.0,true,pu
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-18,source,1,2.3765711620882257e-16,2.0e-6,1.1882855810441129e-10,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-18,source,2,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-18,source,3,3.469446951953614e-17,2.0e-6,1.734723475976807e-11,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-18,source,4,9.974659986866641e-17,2.0e-6,4.9873299934333204e-11,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-19,building,1,7.16227077646181e-16,2.0e-6,3.581135388230905e-10,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-19,building,2,1.2836953722228372e-16,2.0e-6,6.418476861114186e-11,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-19,building,3,2.983724378680108e-16,2.0e-6,1.491862189340054e-10,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-19,building,4,0.0,2.0e-6,0.0,true,MW
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-20,1,1,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-20,1,2,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-20,1,3,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-20,1,4,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-20,2,1,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-20,2,2,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-20,2,3,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-20,2,4,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-21,1,1,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-21,1,2,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-21,1,3,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-21,1,4,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-21,2,1,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-21,2,2,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-21,2,3,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-21,2,4,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-24-R,1,1,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-24-R,1,2,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-24-R,1,3,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-24-R,1,4,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-24-R,2,1,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-24-R,2,2,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-24-R,2,3,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-24-R,2,4,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-24-S,1,1,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-24-S,1,2,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-24-S,1,3,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-24-S,1,4,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-24-S,2,1,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-24-S,2,2,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-24-S,2,3,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-24-S,2,4,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-25-26-R,h12,1,5.684341886080802e-14,0.0001,5.684341886080801e-10,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-25-26-R,h12,2,0.0,0.0001,0.0,true,K
future_e030_r005--highs,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,down,physical/heat,5-25-26-R,h12,3,0.0,0.0001,0.0,true,K
