run_id,t,scenario,probability,dt_h,P_PCC_MW,P_CHP_MW,P_ch_MW,P_dis_MW,E_BES_start_MWh,E_BES_end_MWh,H_source_MW,E_S_start_MWh,E_R_start_MWh,E_S_end_MWh,E_R_end_MWh
fc1bdb39-44a2-4730-969a-97b4e339d967,1,1,0.25,1.0,0.3400000000000025,0.4599999999999976,0.0,0.0,0.2,0.2,0.4599999999999976,0.21,0.21,0.03999999999999999,0.21000000000000174
fc1bdb39-44a2-4730-969a-97b4e339d967,2,1,0.25,1.0,0.3400000000000025,0.4599999999999976,0.0,0.0,0.2,0.2,0.4599999999999976,0.03999999999999999,0.21000000000000174,0.03999999999999999,0.03999999999999999
fc1bdb39-44a2-4730-969a-97b4e339d967,3,1,0.25,1.0,0.0,0.7999999999999995,0.0,0.0,0.2,0.2,0.7999999999999995,0.03999999999999999,0.03999999999999999,0.20999999999999958,0.03999999999999999
fc1bdb39-44a2-4730-969a-97b4e339d967,4,1,0.25,1.0,0.0,0.7999999999999995,0.0,0.0,0.2,0.2,0.7999999999999995,0.20999999999999958,0.03999999999999999,0.21,0.21
fc1bdb39-44a2-4730-969a-97b4e339d967,1,2,0.75,1.0,0.3400000000000025,0.4599999999999976,0.0,0.0,0.15,0.15,0.4599999999999976,0.21,0.21,0.03999999999999999,0.21000000000000174
fc1bdb39-44a2-4730-969a-97b4e339d967,2,2,0.75,1.0,0.3400000000000025,0.4599999999999976,0.0,0.0,0.15,0.15,0.4599999999999976,0.03999999999999999,0.21000000000000174,0.03999999999999999,0.03999999999999999
fc1bdb39-44a2-4730-969a-97b4e339d967,3,2,0.75,1.0,0.0,0.7999999999999995,0.0,0.0,0.15,0.15,0.7999999999999995,0.03999999999999999,0.03999999999999999,0.20999999999999958,0.03999999999999999
fc1bdb39-44a2-4730-969a-97b4e339d967,4,2,0.75,1.0,0.0,0.7999999999999995,0.0,0.0,0.15,0.15,0.7999999999999995,0.20999999999999958,0.03999999999999999,0.21,0.21
