iteration,mode,merit,accepted,step,projected_gradient,smooth,active_changed,trials
1,diagnostic,0.007753055026080744,true,1.0,0.2792360857329348,true,false,1
2,diagnostic,0.004013422196790815,true,0.5,0.27915951159165764,true,true,2
3,dispatch,0.11092522132417745,true,1.0,0.005183245741026354,true,true,1
4,dispatch,0.11085369760236806,false,,0.014846796883180025,true,true,12
