id,cost_CNY,grid_CNY,chp_CNY,pv_CNY,source_MWh,load_MWh,loss_MWh,periodic_energy_residual_MWh,periodic_energy_pass
cf_ct_clarabel_socp,504129.23397619696,387329.19827006356,112538.08570612267,4261.950000010713,155.59947619914666,147.34740000000008,8.25207619914668,9.414691248821327e-14,true
cf_vt_clarabel_socp,498774.2303959114,381079.8670340587,113432.4133617946,4261.950000058022,155.15358597828921,147.34740000000008,7.805969575105106,0.00021640318403015613,false
