method,equation,scope,entity,t,residual,unit,tolerance,pass
fixed-mip-admm,R9-T5-H-minusout,model,27,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-envelope,model,27,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-loss,model,27,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-direction,model,28,14,0.0,1,1.0e-6,true
fixed-mip-admm,R9-T5-integer,model,28,14,0.0,1,1.0e-6,true
fixed-mip-admm,R9-T5-m-plus,model,28,14,0.0,kg/s,0.0001284494047619048,true
fixed-mip-admm,R9-T5-H-plusin,model,28,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-envelope,model,28,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-H-plusout,model,28,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-envelope,model,28,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-loss,model,28,14,2.42861286636753e-17,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-m-minus,model,28,14,0.0,kg/s,0.0001284494047619048,true
fixed-mip-admm,R9-T5-H-minusin,model,28,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-envelope,model,28,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-H-minusout,model,28,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-envelope,model,28,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-loss,model,28,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-direction,model,29,14,0.0,1,1.0e-6,true
fixed-mip-admm,R9-T5-integer,model,29,14,0.0,1,1.0e-6,true
fixed-mip-admm,R9-T5-m-plus,model,29,14,0.0,kg/s,0.0001284494047619048,true
fixed-mip-admm,R9-T5-H-plusin,model,29,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-envelope,model,29,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-H-plusout,model,29,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-envelope,model,29,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-loss,model,29,14,8.673617379884035e-18,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-m-minus,model,29,14,0.0,kg/s,0.0001284494047619048,true
fixed-mip-admm,R9-T5-H-minusin,model,29,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-envelope,model,29,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-H-minusout,model,29,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-envelope,model,29,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-loss,model,29,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-direction,model,30,14,0.0,1,1.0e-6,true
fixed-mip-admm,R9-T5-integer,model,30,14,0.0,1,1.0e-6,true
fixed-mip-admm,R9-T5-m-plus,model,30,14,0.0,kg/s,0.0001284494047619048,true
fixed-mip-admm,R9-T5-H-plusin,model,30,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-envelope,model,30,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-H-plusout,model,30,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-envelope,model,30,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-loss,model,30,14,1.734723475976807e-18,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-m-minus,model,30,14,0.0,kg/s,0.0001284494047619048,true
fixed-mip-admm,R9-T5-H-minusin,model,30,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-envelope,model,30,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-H-minusout,model,30,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-envelope,model,30,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-loss,model,30,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-direction,model,31,14,0.0,1,1.0e-6,true
fixed-mip-admm,R9-T5-integer,model,31,14,0.0,1,1.0e-6,true
fixed-mip-admm,R9-T5-m-plus,model,31,14,0.0,kg/s,0.0001284494047619048,true
fixed-mip-admm,R9-T5-H-plusin,model,31,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-envelope,model,31,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-H-plusout,model,31,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-envelope,model,31,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-loss,model,31,14,3.469446951953614e-18,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-m-minus,model,31,14,0.0,kg/s,0.0001284494047619048,true
fixed-mip-admm,R9-T5-H-minusin,model,31,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-envelope,model,31,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-H-minusout,model,31,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-envelope,model,31,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-loss,model,31,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-direction,model,32,14,0.0,1,1.0e-6,true
fixed-mip-admm,R9-T5-integer,model,32,14,0.0,1,1.0e-6,true
fixed-mip-admm,R9-T5-m-plus,model,32,14,0.0,kg/s,0.0001284494047619048,true
fixed-mip-admm,R9-T5-H-plusin,model,32,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-envelope,model,32,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-H-plusout,model,32,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-envelope,model,32,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-loss,model,32,14,1.734723475976807e-18,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-m-minus,model,32,14,0.0,kg/s,0.0001284494047619048,true
fixed-mip-admm,R9-T5-H-minusin,model,32,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-envelope,model,32,14,0.0,MW,7.599999999999999e-5,true
fixed-mip-admm,R9-T5-H-minusout,model,32,14,0.0,MW,7.599999999999999e-5,true
