record,run_id,block,formula,object,step,scenario,residual,tolerance,normalized_residual,unit,pass
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-spatial,R/1/2,5,2,0.0,0.0001,0.0,K,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-inventory,R/1,6,2,0.0,6.25e-8,0.0,MWh,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-spatial,R/1/1,6,2,0.0,0.0001,0.0,K,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-spatial,R/1/2,6,2,0.0,0.0001,0.0,K,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-inventory,R/1,7,2,0.0,6.25e-8,0.0,MWh,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-spatial,R/1/1,7,2,0.0,0.0001,0.0,K,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-spatial,R/1/2,7,2,0.0,0.0001,0.0,K,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-inventory,R/1,8,2,0.0,6.25e-8,0.0,MWh,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-spatial,R/1/1,8,2,0.0,0.0001,0.0,K,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-spatial,R/1/2,8,2,0.0,0.0001,0.0,K,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-inventory,R/1,9,2,0.0,6.25e-8,0.0,MWh,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-spatial,R/1/1,9,2,0.0,0.0001,0.0,K,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-spatial,R/1/2,9,2,0.0,0.0001,0.0,K,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-inventory,R/1,10,2,0.0,6.25e-8,0.0,MWh,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-spatial,R/1/1,10,2,0.0,0.0001,0.0,K,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-spatial,R/1/2,10,2,0.0,0.0001,0.0,K,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-inventory,R/1,11,2,0.0,6.25e-8,0.0,MWh,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-spatial,R/1/1,11,2,0.0,0.0001,0.0,K,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-spatial,R/1/2,11,2,0.0,0.0001,0.0,K,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-inventory,R/1,12,2,0.0,6.25e-8,0.0,MWh,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-spatial,R/1/1,12,2,0.0,0.0001,0.0,K,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-spatial,R/1/2,12,2,0.0,0.0001,0.0,K,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-inventory,R/1,13,2,0.0,6.25e-8,0.0,MWh,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-spatial,R/1/1,13,2,0.0,0.0001,0.0,K,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-spatial,R/1/2,13,2,0.0,0.0001,0.0,K,true
reserve_event_1_zero_fault1_highs_n16,r7-transport-c4881c7f-5537-42a0-961e-b51cb40717e5,thermal,R7-T4-inventory,R/1,14,2,0.0,6.25e-8,0.0,MWh,true
