version,run_id,iteration,mode,cost,diagnostic,step,projected_gradient,accepted,smooth,local_direction,trust_radius,active_changed,elapsed_sec
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,1,diagnostic,,0.007753055026080744,1.0,0.2792360857329348,true,true,,,false,0.13456249999580905
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,2,dispatch,182.98760537864405,,1.0,0.021327660919287394,true,true,,,false,0.2672235000063665
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,3,dispatch,181.99961001763728,,1.0,0.01641069393197203,true,true,,,false,0.35812769999029115
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,4,dispatch,181.70496387421048,,1.0,0.01615634253811493,true,true,,,false,0.4486713999940548
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,5,dispatch,181.040640552009,,,0.01466988953443571,true,true,0.03383804603950735,0.1,false,0.5344689000048675
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,6,dispatch,180.86452843028746,,,0.02487433421119989,true,true,0.0344478946195057,0.2,false,0.8858579999941867
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,7,dispatch,180.6900853871639,,,0.026589022950900487,true,true,0.035037233877896146,0.2,false,1.2365072999964468
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,8,dispatch,180.51564096092883,,,0.024863270658701087,true,true,0.03634369955054151,0.2,false,1.576538299996173
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,9,dispatch,180.36158588046854,,,0.028774561855274383,true,true,0.0373481462589933,0.2,false,2.0971283999970183
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,10,dispatch,180.22097052093585,,,0.030888686054445058,true,true,0.037891040405514165,0.2,false,2.427473599993391
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,11,dispatch,180.081633885342,,,0.030987150575209732,true,true,0.03840131958737514,0.2,false,2.7461405000067316
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,12,dispatch,179.94366189340428,,,0.030326216616931134,true,true,0.03887992523074968,0.2,false,3.0679146999900695
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,13,dispatch,179.8071322682655,,,0.028360718098024096,true,true,0.039328107523867395,0.2,false,3.418244100001175
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,14,dispatch,179.67211294483775,,,0.03066102049443864,true,true,0.03871486336788443,0.2,false,3.9041251000016928
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,15,dispatch,179.54205129133635,,,0.02261734599337939,true,true,0.02342616346033566,0.2,false,4.249565500009339
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,16,dispatch,179.43901793504,,,0.030717864405140127,true,true,0.02936162161915945,0.2,false,4.6174394999979995
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,17,dispatch,179.36257524981124,,,0.03187229422330651,true,true,0.02929428643154708,0.2,false,4.955116400000406
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,18,dispatch,179.28626039930765,,,0.031083958633919995,true,true,0.02922751607232499,0.2,false,5.439113400003407
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,19,dispatch,179.2100691122734,,,0.031152732668956018,true,true,0.029160623735780433,0.2,false,5.797237599996151
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,20,dispatch,179.13399327022452,,,0.02785122572717036,true,true,0.02909449009700893,0.2,false,6.130835599993588
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,21,dispatch,179.05803123912227,,,0.03139892985630044,true,true,0.02902678162619665,0.2,false,6.44674230000237
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,22,dispatch,178.98218259951167,,,0.027400925698003675,true,true,0.02896722657186146,0.2,false,6.896763900003862
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,23,dispatch,178.90642930276786,,,0.030888697879749905,true,true,0.02340419428679752,0.2,false,7.223846200009575
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,24,dispatch,178.84731009996244,,,0.022708520804444854,true,true,0.0236275895501592,0.2,false,7.5560058999981266
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,25,dispatch,178.78764704977698,,,0.023495318633609097,true,true,0.02383028495505357,0.2,false,7.9196717999875546
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,26,dispatch,178.73142088906687,,,0.02678803175721356,true,true,0.024303781191367335,0.2,false,8.388840300001903
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,27,dispatch,178.68613943868593,,,0.021619210260456656,true,true,0.023841469473143917,0.2,false,8.744319399993401
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,28,dispatch,178.64712880781875,,,0.02118902530913569,true,true,0.023882883575545577,0.2,false,9.112923500011675
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,29,dispatch,178.60894778480989,,,0.02634161663498169,true,true,0.024057468812962668,0.2,false,9.457628100004513
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,30,dispatch,178.5701489529228,,,0.025505282979608745,true,true,0.024232079757297242,0.2,false,9.92454269999871
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,31,dispatch,178.53071498191343,,,0.026460100198154146,true,true,0.024406250048013334,0.2,false,10.249958100001095
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,32,dispatch,178.49062869359454,,,0.02632678210035677,true,true,0.024577560662251585,0.2,false,10.578116099990439
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,33,dispatch,178.44987623666873,,,0.02117934505977781,true,true,0.024749096160238793,0.2,false,10.928373200003989
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,34,dispatch,178.4084377627263,,,0.02636536013859736,true,true,0.02492084189614374,0.2,false,11.370910900004674
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,35,dispatch,178.36629183099052,,,0.026291734438688708,true,true,0.02509185561949323,0.2,false,11.713930300000357
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,36,dispatch,178.3234176884493,,,0.021155946075630427,true,true,0.025261162038002993,0.2,false,12.055073600000469
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,37,dispatch,178.27979569493593,,,0.02635391775195195,true,true,0.025426136102552732,0.2,false,12.410882900003344
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,38,dispatch,178.2354088161525,,,0.02551945477320061,true,true,0.02558830731770101,0.2,false,12.882238399994094
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,39,dispatch,178.1902369507224,,,0.026362949532015456,true,true,0.02574716918845965,0.2,false,13.233317100006389
v2,r3-v2-20260917T090744-b1a0724b/two-source-schpd,40,dispatch,178.14425924534117,,,0.021689612022410154,true,true,0.02590187580425507,0.2,false,13.599625100003323
