record_id,run_id,scope,id,entity,t,residual,tolerance,normalized,pass,unit
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/electric,root-voltage,1,15,0.0,1.0e-6,0.0,true,pu
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/electric,root-voltage,1,16,0.0,1.0e-6,0.0,true,pu
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/electric,root-voltage,1,17,0.0,1.0e-6,0.0,true,pu
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/electric,root-voltage,1,18,0.0,1.0e-6,0.0,true,pu
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/electric,root-voltage,1,19,0.0,1.0e-6,0.0,true,pu
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/electric,root-voltage,1,20,0.0,1.0e-6,0.0,true,pu
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/electric,root-voltage,1,21,0.0,1.0e-6,0.0,true,pu
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/electric,root-voltage,1,22,0.0,1.0e-6,0.0,true,pu
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/electric,root-voltage,1,23,0.0,1.0e-6,0.0,true,pu
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/electric,root-voltage,1,24,0.0,1.0e-6,0.0,true,pu
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/heat,5-18,source,1,0.0,2.0e-6,0.0,true,MW
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/heat,5-18,source,2,0.0,2.0e-6,0.0,true,MW
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/heat,5-18,source,3,2.185751579730777e-16,2.0e-6,1.0928757898653885e-10,true,MW
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/heat,5-18,source,4,3.2786273695961654e-16,2.0e-6,1.6393136847980827e-10,true,MW
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/heat,5-18,source,5,1.457167719820518e-16,2.0e-6,7.28583859910259e-11,true,MW
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/heat,5-18,source,6,1.0278236595162582e-16,2.0e-6,5.139118297581291e-11,true,MW
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/heat,5-18,source,7,1.9081958235744878e-17,2.0e-6,9.540979117872439e-12,true,MW
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/heat,5-18,source,8,9.71445146547012e-17,2.0e-6,4.85722573273506e-11,true,MW
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/heat,5-18,source,9,1.942890293094024e-16,2.0e-6,9.71445146547012e-11,true,MW
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/heat,5-18,source,10,2.0816681711721685e-17,2.0e-6,1.0408340855860843e-11,true,MW
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/heat,5-18,source,11,2.0816681711721685e-16,2.0e-6,1.0408340855860843e-10,true,MW
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/heat,5-18,source,12,3.7816971776294395e-16,2.0e-6,1.8908485888147197e-10,true,MW
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/heat,5-18,source,13,0.0,2.0e-6,0.0,true,MW
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/heat,5-18,source,14,6.418476861114186e-17,2.0e-6,3.209238430557093e-11,true,MW
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,strategy/risk_policy/scenarios/train_000495/validation/heat,5-18,source,15,8.500145032286355e-17,2.0e-6,4.2500725161431774e-11,true,MW
