record_id,run_id,case,case_sha256,solver,method,status,model_pass,selected_kkt_pass,independent_market_pass,risk_pass,cost_complete,total_cost_USD,net_payment_USD,worst_recourse_USD,bound,bound_scope,relative_gap,worst_risk,epsilon,radius,external_energy_bid_cost_USD,nominal_internal_device_cost_USD,nominal_energy_resource_proxy_USD,elapsed_sec
D,r5-strategic-0d626953-1d6d-4194-b6fc-74a71cbcfb83,D-input.toml,89955e918a896b904496a571813f111cb3ef2ad0602af2793dfeff7d64373140,gurobi,D,solver_optimal,true,true,true,true,true,-110.16834679285621,-183.01603504475176,72.84768825189555,-110.1683467928562,declared_fixed_branch,0.0,0.0,0.0,0.0,2565.983964955248,72.84768825189555,2638.831653207144,12.891999959945679
SP,r5-strategic-15f4a107-2a5b-4422-898b-3fc979c6928f,SP-input.toml,226df5d1628751fce90af00c1f72b9c3a6a7dbb5b21ab6837da2720dbc5e9ac2,gurobi,SP,solver_optimal,true,true,true,true,true,-85.2571643271981,-182.66860455168944,97.41144022449134,-85.25716432719821,declared_fixed_branch,1.3334578814433823e-15,0.0,0.0,0.0,2566.3313954483106,117.40235994637041,2683.733755394681,0.17599987983703613
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,RO-input.toml,f6cdf7feab70af1ab49d6eaae5eb79c96e086521ed996cb9f3b65b9d4841be69,gurobi,RO,solver_optimal,true,true,true,true,true,-73.71926062804309,-158.82962896975098,85.1103683417079,-73.71926062804319,declared_fixed_branch,1.3493893204969671e-15,0.0,0.0,0.38923485349469844,2589.4379299486427,104.95340784094914,2694.391337789592,0.17799997329711914
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,DRO-input.toml,c5530da9741105773ca7480cfb3402fcddda3ec6454f52bd218701abf91858b8,gurobi,DRO,solver_optimal,true,true,true,true,true,-83.93802756001725,-178.5482448149822,94.61021725496497,-83.93802756001736,declared_fixed_branch,1.3544139769108545e-15,0.0,0.0,0.01,2570.4517551850176,113.35215952082504,2683.8039147058425,0.1659998893737793
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,CCP-input.toml,f82ced01d84ff8237a35d0a71bbd25fd4634200af26c95e30c73791bca1df3a2,gurobi,CCP,solver_optimal,true,true,true,true,true,-85.25716432719811,-182.6686045516895,97.41144022449139,-85.25716432719821,full_optimistic_MPEC,1.1667756462629594e-15,0.0,0.05,0.0,2566.3313954483106,117.40235994637047,2683.733755394681,0.6729998588562012
DRJCC,r5-strategic-67fab578-c396-41a9-90af-77590ce3979a,DRJCC-input.toml,55260b78a6b62363ba6eb4988f1c768bb9d0b619460fbb4859cbb23c87481c6b,gurobi,DRJCC,solver_optimal,true,true,true,true,true,-83.93802756001725,-178.5482448149822,94.61021725496497,-83.93802756001736,full_optimistic_MPEC,1.3544139769108545e-15,0.0,0.05,0.01,2570.4517551850176,113.35215952082503,2683.8039147058425,0.15799999237060547
