stage,name,equation,scope,entity,t,residual,unit,tolerance,pass
2,diagnostic,R3-elastic-3-35,model,S1,4,2.59143860333134e-14,K,0.0001,true
2,diagnostic,R3-slack-bound,model,13,1,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-35,model,S2,1,1.9956957438488104e-14,K,0.0001,true
2,diagnostic,R3-slack-bound,model,14,2,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-35,model,S2,2,8.272199711357468e-15,K,0.0001,true
2,diagnostic,R3-slack-bound,model,15,3,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-35,model,S2,3,4.1133865878421056e-14,K,0.0001,true
2,diagnostic,R3-slack-bound,model,16,4,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-35,model,S2,4,6.37433917455443e-15,K,0.0001,true
2,diagnostic,R3-slack-bound,model,17,1,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-36,model,R1,1,2.7302354864548752e-14,K,0.0001,true
2,diagnostic,R3-slack-bound,model,18,2,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-36,model,R1,2,7.647009230271022e-15,K,0.0001,true
2,diagnostic,R3-slack-bound,model,19,3,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-36,model,R1,3,8.973013392178039e-15,K,0.0001,true
2,diagnostic,R3-slack-bound,model,20,4,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-36,model,R1,4,2.7868633446281837e-15,K,0.0001,true
2,diagnostic,R3-slack-bound,model,21,1,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-36,model,R2,1,8.735253954617127e-15,K,0.0001,true
2,diagnostic,R3-slack-bound,model,22,2,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-36,model,R2,2,7.60267573258346e-15,K,0.0001,true
2,diagnostic,R3-slack-bound,model,23,3,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-36,model,R2,3,1.908955576290484e-14,K,0.0001,true
2,diagnostic,R3-slack-bound,model,24,4,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-36,model,R2,4,1.445344639658696e-23,K,0.0001,true
2,diagnostic,R3-slack-bound,model,25,1,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-33,model,S1,1,5.162535424212064e-15,K,0.0001,true
2,diagnostic,R3-slack-bound,model,26,1,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-34,model,S1,1,3.353344610275059e-14,K,0.0001,true
2,diagnostic,R3-slack-bound,model,27,1,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-33,model,R1,1,1.4021608834382232e-14,K,0.0001,true
2,diagnostic,R3-slack-bound,model,28,1,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-34,model,R1,1,6.43729705339863e-14,K,0.0001,true
2,diagnostic,R3-slack-bound,model,29,2,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-33,model,S1,2,4.877329496220172e-14,K,0.0001,true
2,diagnostic,R3-slack-bound,model,30,2,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-34,model,S1,2,2.8654663163148586e-14,K,0.0001,true
2,diagnostic,R3-slack-bound,model,31,2,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-33,model,R1,2,4.3939067600928373e-16,K,0.0001,true
2,diagnostic,R3-slack-bound,model,32,2,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-34,model,R1,2,7.509284347843723e-15,K,0.0001,true
2,diagnostic,R3-slack-bound,model,33,3,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-33,model,S1,3,1.0401714938360541e-15,K,0.0001,true
2,diagnostic,R3-slack-bound,model,34,3,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-34,model,S1,3,3.4395951334492764e-14,K,0.0001,true
2,diagnostic,R3-slack-bound,model,35,3,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-33,model,R1,3,1.4476132624265615e-15,K,0.0001,true
2,diagnostic,R3-slack-bound,model,36,3,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-34,model,R1,3,8.726813572394813e-15,K,0.0001,true
2,diagnostic,R3-slack-bound,model,37,4,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-33,model,S1,4,5.735511999978981e-15,K,0.0001,true
2,diagnostic,R3-slack-bound,model,38,4,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-34,model,S1,4,3.1141347579397784e-14,K,0.0001,true
2,diagnostic,R3-slack-bound,model,39,4,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-33,model,R1,4,4.56698129223333e-14,K,0.0001,true
2,diagnostic,R3-slack-bound,model,40,4,0.0,1,1.0e-8,true
2,diagnostic,R3-elastic-3-34,model,R1,4,4.472230339716671e-15,K,0.0001,true
2,diagnostic,R3-objective-slack,model,0,0,1.1102230246251565e-16,1,1.0e-6,true
3,direct_repair,3-3:8,model,1,1,0.0,MW,3.0e-6,true
3,direct_repair,3-2,model,1,1,0.0,MW,3.0e-6,true
3,direct_repair,3-3:8,model,1,2,0.0,MW,3.0e-6,true
3,direct_repair,3-2,model,1,2,0.0,MW,3.0e-6,true
3,direct_repair,3-3:8,model,1,3,0.0,MW,3.0e-6,true
3,direct_repair,3-2,model,1,3,0.0,MW,3.0e-6,true
3,direct_repair,3-3:8,model,1,4,0.0,MW,3.0e-6,true
3,direct_repair,3-2,model,1,4,0.0,MW,3.0e-6,true
3,direct_repair,3-3:8,model,2,1,0.0,MW,3.0e-6,true
3,direct_repair,3-7,model,2,1,0.0,MW,3.0e-6,true
3,direct_repair,3-3:8,model,2,2,0.0,MW,3.0e-6,true
3,direct_repair,3-7,model,2,2,0.0,MW,3.0e-6,true
3,direct_repair,3-3:8,model,2,3,0.0,MW,3.0e-6,true
3,direct_repair,3-7,model,2,3,0.0,MW,3.0e-6,true
3,direct_repair,3-3:8,model,2,4,0.0,MW,3.0e-6,true
3,direct_repair,3-7,model,2,4,0.0,MW,3.0e-6,true
3,direct_repair,3-3:8,model,3,1,0.0,MW,3.0e-6,true
3,direct_repair,3-7,model,3,1,0.0,MW,3.0e-6,true
3,direct_repair,3-3:8,model,3,2,0.0,MW,3.0e-6,true
3,direct_repair,3-7,model,3,2,0.0,MW,3.0e-6,true
3,direct_repair,3-3:8,model,3,3,0.0,MW,3.0e-6,true
3,direct_repair,3-7,model,3,3,0.0,MW,3.0e-6,true
3,direct_repair,3-3:8,model,3,4,0.0,MW,3.0e-6,true
3,direct_repair,3-7,model,3,4,0.0,MW,3.0e-6,true
3,direct_repair,3-9,model,1,1,0.0,MW,3.0e-6,true
3,direct_repair,3-10,model,1,1,0.0,Mvar,3.0e-6,true
3,direct_repair,3-13,model,1,1,0.0,pu2,1.0e-6,true
3,direct_repair,R2-root-voltage,model,1,1,0.0,pu2,1.0e-6,true
3,direct_repair,3-9,model,1,2,0.0,MW,3.0e-6,true
3,direct_repair,3-10,model,1,2,0.0,Mvar,3.0e-6,true
3,direct_repair,3-13,model,1,2,0.0,pu2,1.0e-6,true
3,direct_repair,R2-root-voltage,model,1,2,0.0,pu2,1.0e-6,true
3,direct_repair,3-9,model,1,3,0.0,MW,3.0e-6,true
3,direct_repair,3-10,model,1,3,0.0,Mvar,3.0e-6,true
3,direct_repair,3-13,model,1,3,0.0,pu2,1.0e-6,true
3,direct_repair,R2-root-voltage,model,1,3,0.0,pu2,1.0e-6,true
3,direct_repair,3-9,model,1,4,0.0,MW,3.0e-6,true
3,direct_repair,3-10,model,1,4,0.0,Mvar,3.0e-6,true
3,direct_repair,3-13,model,1,4,0.0,pu2,1.0e-6,true
3,direct_repair,R2-root-voltage,model,1,4,0.0,pu2,1.0e-6,true
3,direct_repair,3-9,model,2,1,0.0,MW,3.0e-6,true
3,direct_repair,3-10,model,2,1,0.0,Mvar,3.0e-6,true
3,direct_repair,3-13,model,2,1,0.0,pu2,1.0e-6,true
3,direct_repair,3-9,model,2,2,5.551115123125783e-17,MW,3.0e-6,true
3,direct_repair,3-10,model,2,2,0.0,Mvar,3.0e-6,true
3,direct_repair,3-13,model,2,2,0.0,pu2,1.0e-6,true
3,direct_repair,3-9,model,2,3,0.0,MW,3.0e-6,true
3,direct_repair,3-10,model,2,3,0.0,Mvar,3.0e-6,true
3,direct_repair,3-13,model,2,3,0.0,pu2,1.0e-6,true
3,direct_repair,3-9,model,2,4,5.551115123125783e-17,MW,3.0e-6,true
3,direct_repair,3-10,model,2,4,0.0,Mvar,3.0e-6,true
3,direct_repair,3-13,model,2,4,0.0,pu2,1.0e-6,true
3,direct_repair,3-11,model,1,1,7.558329098234298e-17,pu2,1.0e-6,true
3,direct_repair,3-12,model,1,1,0.0,pu,1.0e-6,true
3,direct_repair,pre-SOC-electric,physics,1,1,1.9942381079829374e-12,pu,1.0e-6,true
3,direct_repair,3-14,model,1,1,0.0,pu2,1.0e-6,true
3,direct_repair,3-11,model,1,2,1.3955333674135588e-16,pu2,1.0e-6,true
3,direct_repair,3-12,model,1,2,0.0,pu,1.0e-6,true
3,direct_repair,pre-SOC-electric,physics,1,2,1.9946960749805953e-12,pu,1.0e-6,true
3,direct_repair,3-14,model,1,2,0.0,pu2,1.0e-6,true
3,direct_repair,3-11,model,1,3,2.934630349057249e-17,pu2,1.0e-6,true
3,direct_repair,3-12,model,1,3,0.0,pu,1.0e-6,true
3,direct_repair,pre-SOC-electric,physics,1,3,1.994654441617172e-12,pu,1.0e-6,true
3,direct_repair,3-14,model,1,3,0.0,pu2,1.0e-6,true
3,direct_repair,3-11,model,1,4,1.0487114919955492e-17,pu2,1.0e-6,true
3,direct_repair,3-12,model,1,4,0.0,pu,1.0e-6,true
3,direct_repair,pre-SOC-electric,physics,1,4,1.9944601525878625e-12,pu,1.0e-6,true
3,direct_repair,3-14,model,1,4,0.0,pu2,1.0e-6,true
3,direct_repair,R2-grid-bounds,model,1,1,0.0,MW,3.0e-6,true
3,direct_repair,R2-grid-bounds,model,1,2,0.0,MW,3.0e-6,true
3,direct_repair,R2-grid-bounds,model,1,3,0.0,MW,3.0e-6,true
3,direct_repair,R2-grid-bounds,model,1,4,0.0,MW,3.0e-6,true
3,direct_repair,3-21,model,1,1,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-43,model,1,1,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-17,model,1,1,2.4147350785597155e-15,MW,3.0e-6,true
3,direct_repair,3-17-original,physics,1,1,2.4147350785597155e-15,MW,3.0e-6,true
3,direct_repair,3-19:20,model,1,1,0.0,MW,3.0e-6,true
3,direct_repair,3-37,model,1,1,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,1,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,1,0.0,K,0.0001,true
3,direct_repair,3-24,model,1,1,0.0,kPa,0.001,true
3,direct_repair,3-41,model,1,1,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,1,0.0,K,0.0001,true
3,direct_repair,3-24,model,1,1,0.0,kPa,0.001,true
3,direct_repair,3-24-order,model,1,1,0.0,normalized,1.0e-6,true
3,direct_repair,3-21,model,1,2,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-43,model,1,2,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-17,model,1,2,3.4139358007223564e-15,MW,3.0e-6,true
3,direct_repair,3-17-original,physics,1,2,3.4139358007223564e-15,MW,3.0e-6,true
3,direct_repair,3-19:20,model,1,2,5.551115123125783e-17,MW,3.0e-6,true
3,direct_repair,3-37,model,1,2,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,2,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,2,0.0,K,0.0001,true
3,direct_repair,3-24,model,1,2,0.0,kPa,0.001,true
3,direct_repair,3-41,model,1,2,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,2,0.0,K,0.0001,true
3,direct_repair,3-24,model,1,2,0.0,kPa,0.001,true
3,direct_repair,3-24-order,model,1,2,0.0,normalized,1.0e-6,true
3,direct_repair,3-21,model,1,3,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-43,model,1,3,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-17,model,1,3,1.1102230246251565e-16,MW,3.0e-6,true
3,direct_repair,3-17-original,physics,1,3,1.1102230246251565e-16,MW,3.0e-6,true
3,direct_repair,3-19:20,model,1,3,0.0,MW,3.0e-6,true
3,direct_repair,3-37,model,1,3,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,3,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,3,0.0,K,0.0001,true
3,direct_repair,3-24,model,1,3,0.0,kPa,0.001,true
3,direct_repair,3-41,model,1,3,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,3,0.0,K,0.0001,true
3,direct_repair,3-24,model,1,3,0.0,kPa,0.001,true
3,direct_repair,3-24-order,model,1,3,0.0,normalized,1.0e-6,true
3,direct_repair,3-21,model,1,4,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-43,model,1,4,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-17,model,1,4,5.551115123125783e-17,MW,3.0e-6,true
3,direct_repair,3-17-original,physics,1,4,5.551115123125783e-17,MW,3.0e-6,true
3,direct_repair,3-19:20,model,1,4,2.7755575615628914e-17,MW,3.0e-6,true
3,direct_repair,3-37,model,1,4,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,4,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,4,0.0,K,0.0001,true
3,direct_repair,3-24,model,1,4,0.0,kPa,0.001,true
3,direct_repair,3-41,model,1,4,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,4,0.0,K,0.0001,true
3,direct_repair,3-24,model,1,4,0.0,kPa,0.001,true
3,direct_repair,3-24-order,model,1,4,0.0,normalized,1.0e-6,true
3,direct_repair,3-21,model,2,1,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-43,model,2,1,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-17,model,2,1,7.771561172376096e-16,MW,3.0e-6,true
3,direct_repair,3-17-original,physics,2,1,7.771561172376096e-16,MW,3.0e-6,true
3,direct_repair,3-19:20,model,2,1,0.0,MW,3.0e-6,true
3,direct_repair,3-38,model,2,1,0.0,K,0.0001,true
3,direct_repair,R2-load-return,model,2,1,0.0,K,0.0001,true
3,direct_repair,3-41,model,2,1,0.0,K,0.0001,true
3,direct_repair,3-41,model,2,1,0.0,K,0.0001,true
3,direct_repair,3-24,model,2,1,0.0,kPa,0.001,true
3,direct_repair,3-41,model,2,1,0.0,K,0.0001,true
3,direct_repair,3-41,model,2,1,0.0,K,0.0001,true
3,direct_repair,3-24,model,2,1,0.0,kPa,0.001,true
3,direct_repair,3-24-order,model,2,1,0.0,normalized,1.0e-6,true
3,direct_repair,3-21,model,2,2,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-43,model,2,2,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-17,model,2,2,4.107825191113079e-15,MW,3.0e-6,true
3,direct_repair,3-17-original,physics,2,2,4.107825191113079e-15,MW,3.0e-6,true
3,direct_repair,3-19:20,model,2,2,0.0,MW,3.0e-6,true
3,direct_repair,3-38,model,2,2,0.0,K,0.0001,true
3,direct_repair,R2-load-return,model,2,2,0.0,K,0.0001,true
3,direct_repair,3-41,model,2,2,0.0,K,0.0001,true
3,direct_repair,3-41,model,2,2,0.0,K,0.0001,true
3,direct_repair,3-24,model,2,2,0.0,kPa,0.001,true
3,direct_repair,3-41,model,2,2,0.0,K,0.0001,true
3,direct_repair,3-41,model,2,2,0.0,K,0.0001,true
3,direct_repair,3-24,model,2,2,0.0,kPa,0.001,true
3,direct_repair,3-24-order,model,2,2,0.0,normalized,1.0e-6,true
3,direct_repair,3-21,model,2,3,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-43,model,2,3,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-17,model,2,3,9.43689570931383e-16,MW,3.0e-6,true
3,direct_repair,3-17-original,physics,2,3,9.43689570931383e-16,MW,3.0e-6,true
3,direct_repair,3-19:20,model,2,3,0.0,MW,3.0e-6,true
3,direct_repair,3-38,model,2,3,0.0,K,0.0001,true
3,direct_repair,R2-load-return,model,2,3,0.0,K,0.0001,true
3,direct_repair,3-41,model,2,3,0.0,K,0.0001,true
3,direct_repair,3-41,model,2,3,0.0,K,0.0001,true
3,direct_repair,3-24,model,2,3,0.0,kPa,0.001,true
3,direct_repair,3-41,model,2,3,0.0,K,0.0001,true
3,direct_repair,3-41,model,2,3,0.0,K,0.0001,true
3,direct_repair,3-24,model,2,3,0.0,kPa,0.001,true
3,direct_repair,3-24-order,model,2,3,0.0,normalized,1.0e-6,true
3,direct_repair,3-21,model,2,4,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-43,model,2,4,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-17,model,2,4,0.0,MW,3.0e-6,true
3,direct_repair,3-17-original,physics,2,4,0.0,MW,3.0e-6,true
3,direct_repair,3-19:20,model,2,4,0.0,MW,3.0e-6,true
3,direct_repair,3-38,model,2,4,0.0,K,0.0001,true
3,direct_repair,R2-load-return,model,2,4,0.0,K,0.0001,true
3,direct_repair,3-41,model,2,4,0.0,K,0.0001,true
3,direct_repair,3-41,model,2,4,0.0,K,0.0001,true
3,direct_repair,3-24,model,2,4,0.0,kPa,0.001,true
3,direct_repair,3-41,model,2,4,0.0,K,0.0001,true
3,direct_repair,3-41,model,2,4,0.0,K,0.0001,true
3,direct_repair,3-24,model,2,4,0.0,kPa,0.001,true
3,direct_repair,3-24-order,model,2,4,0.0,normalized,1.0e-6,true
3,direct_repair,3-35:36,model,S1,1,0.0,K,0.0001,true
3,direct_repair,mix-original,physics,S1,1,0.0,K,0.0001,true
3,direct_repair,3-35:36,model,S1,2,0.0,K,0.0001,true
3,direct_repair,mix-original,physics,S1,2,0.0,K,0.0001,true
3,direct_repair,3-35:36,model,S1,3,0.0,K,0.0001,true
3,direct_repair,mix-original,physics,S1,3,0.0,K,0.0001,true
3,direct_repair,3-35:36,model,S1,4,0.0,K,0.0001,true
3,direct_repair,mix-original,physics,S1,4,0.0,K,0.0001,true
3,direct_repair,3-35:36,model,S2,1,0.0,K,0.0001,true
3,direct_repair,mix-original,physics,S2,1,0.0,K,0.0001,true
3,direct_repair,3-35:36,model,S2,2,5.684341886080802e-14,K,0.0001,true
3,direct_repair,mix-original,physics,S2,2,5.684341886080802e-14,K,0.0001,true
3,direct_repair,3-35:36,model,S2,3,0.0,K,0.0001,true
3,direct_repair,mix-original,physics,S2,3,0.0,K,0.0001,true
3,direct_repair,3-35:36,model,S2,4,0.0,K,0.0001,true
3,direct_repair,mix-original,physics,S2,4,0.0,K,0.0001,true
3,direct_repair,3-35:36,model,R1,1,0.0,K,0.0001,true
3,direct_repair,mix-original,physics,R1,1,0.0,K,0.0001,true
3,direct_repair,3-35:36,model,R1,2,0.0,K,0.0001,true
3,direct_repair,mix-original,physics,R1,2,0.0,K,0.0001,true
3,direct_repair,3-35:36,model,R1,3,0.0,K,0.0001,true
3,direct_repair,mix-original,physics,R1,3,0.0,K,0.0001,true
3,direct_repair,3-35:36,model,R1,4,0.0,K,0.0001,true
3,direct_repair,mix-original,physics,R1,4,0.0,K,0.0001,true
3,direct_repair,3-35:36,model,R2,1,0.0,K,0.0001,true
3,direct_repair,mix-original,physics,R2,1,0.0,K,0.0001,true
3,direct_repair,3-35:36,model,R2,2,0.0,K,0.0001,true
3,direct_repair,mix-original,physics,R2,2,0.0,K,0.0001,true
3,direct_repair,3-35:36,model,R2,3,0.0,K,0.0001,true
3,direct_repair,mix-original,physics,R2,3,0.0,K,0.0001,true
3,direct_repair,3-35:36,model,R2,4,0.0,K,0.0001,true
3,direct_repair,mix-original,physics,R2,4,0.0,K,0.0001,true
3,direct_repair,3-23,model,1,1,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-27,model,1,1,3.692046668390958e-12,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-30,model,1,1,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-32,model,1,1,0.0,1,1.0e-6,true
3,direct_repair,3-28,model,1,1,0.0,1,1.0e-6,true
3,direct_repair,3-29:32,model,1,1,0.0,1,1.0e-6,true
3,direct_repair,3-31,model,1,1,0.0,1,1.0e-6,true
3,direct_repair,3-29:32,model,1,1,0.0,1,1.0e-6,true
3,direct_repair,3-23,model,1,2,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-27,model,1,2,1.887379141862766e-14,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-30,model,1,2,8.826273045769994e-15,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-32,model,1,2,0.0,1,1.0e-6,true
3,direct_repair,3-28,model,1,2,0.0,1,1.0e-6,true
3,direct_repair,3-29:32,model,1,2,0.0,1,1.0e-6,true
3,direct_repair,3-31,model,1,2,0.0,1,1.0e-6,true
3,direct_repair,3-29:32,model,1,2,0.0,1,1.0e-6,true
3,direct_repair,3-23,model,1,3,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-27,model,1,3,8.659739592076221e-15,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-30,model,1,3,1.9262369477246466e-14,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-32,model,1,3,0.0,1,1.0e-6,true
3,direct_repair,3-28,model,1,3,0.0,1,1.0e-6,true
3,direct_repair,3-29:32,model,1,3,0.0,1,1.0e-6,true
3,direct_repair,3-31,model,1,3,0.0,1,1.0e-6,true
3,direct_repair,3-29:32,model,1,3,0.0,1,1.0e-6,true
3,direct_repair,3-23,model,1,4,0.0,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-27,model,1,4,6.050715484207103e-15,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-30,model,1,4,8.43769498715119e-15,kg/s,2.4999999999999998e-6,true
3,direct_repair,3-32,model,1,4,0.0,1,1.0e-6,true
3,direct_repair,3-28,model,1,4,0.0,1,1.0e-6,true
3,direct_repair,3-29:32,model,1,4,0.0,1,1.0e-6,true
3,direct_repair,3-31,model,1,4,0.0,1,1.0e-6,true
3,direct_repair,3-29:32,model,1,4,0.0,1,1.0e-6,true
3,direct_repair,3-39:40,model,S1,1,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,1,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,1,0.0,K,0.0001,true
3,direct_repair,3-23-kappa,model,1,1,0.0,kPa,0.001,true
3,direct_repair,3-22,model,S1,1,0.0,normalized,1.0e-6,true
3,direct_repair,3-26,model,S1,1,0.0,normalized,1.0e-6,true
3,direct_repair,3-25,physics,S1,1,0.0,normalized,1.0e-6,true
3,direct_repair,WMM-replay,physics,S1,1,1.6099761523946654e-9,K,0.0001,true
3,direct_repair,3-33:34,model,S1,1,1.6099761523946654e-9,K,0.0001,true
3,direct_repair,3-39:40,model,S1,2,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,2,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,2,0.0,K,0.0001,true
3,direct_repair,3-23-kappa,model,1,2,0.0,kPa,0.001,true
3,direct_repair,3-22,model,S1,2,0.0,normalized,1.0e-6,true
3,direct_repair,3-26,model,S1,2,0.0,normalized,1.0e-6,true
3,direct_repair,3-25,physics,S1,2,0.0,normalized,1.0e-6,true
3,direct_repair,WMM-replay,physics,S1,2,4.392745722725522e-9,K,0.0001,true
3,direct_repair,3-33:34,model,S1,2,4.392745722725522e-9,K,0.0001,true
3,direct_repair,3-39:40,model,S1,3,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,3,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,3,0.0,K,0.0001,true
3,direct_repair,3-23-kappa,model,1,3,0.0,kPa,0.001,true
3,direct_repair,3-22,model,S1,3,0.0,normalized,1.0e-6,true
3,direct_repair,3-26,model,S1,3,0.0,normalized,1.0e-6,true
3,direct_repair,3-25,physics,S1,3,0.0,normalized,1.0e-6,true
3,direct_repair,WMM-replay,physics,S1,3,1.6084868548205122e-8,K,0.0001,true
3,direct_repair,3-33:34,model,S1,3,1.6084868548205122e-8,K,0.0001,true
3,direct_repair,3-39:40,model,S1,4,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,4,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,4,0.0,K,0.0001,true
3,direct_repair,3-23-kappa,model,1,4,0.0,kPa,0.001,true
3,direct_repair,3-22,model,S1,4,3.813616089587413e-17,normalized,1.0e-6,true
3,direct_repair,3-26,model,S1,4,0.0,normalized,1.0e-6,true
3,direct_repair,3-25,physics,S1,4,0.0,normalized,1.0e-6,true
3,direct_repair,WMM-replay,physics,S1,4,4.823459676117636e-8,K,0.0001,true
3,direct_repair,3-33:34,model,S1,4,4.823459676117636e-8,K,0.0001,true
3,direct_repair,3-39:40,model,R1,1,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,1,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,1,0.0,K,0.0001,true
3,direct_repair,3-23-kappa,model,1,1,0.0,kPa,0.001,true
3,direct_repair,3-22,model,R1,1,0.0,normalized,1.0e-6,true
3,direct_repair,3-26,model,R1,1,0.0,normalized,1.0e-6,true
3,direct_repair,3-25,physics,R1,1,0.0,normalized,1.0e-6,true
3,direct_repair,WMM-replay,physics,R1,1,1.3862972991773859e-9,K,0.0001,true
3,direct_repair,3-33:34,model,R1,1,1.3862972991773859e-9,K,0.0001,true
3,direct_repair,3-39:40,model,R1,2,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,2,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,2,0.0,K,0.0001,true
3,direct_repair,3-23-kappa,model,1,2,0.0,kPa,0.001,true
3,direct_repair,3-22,model,R1,2,0.0,normalized,1.0e-6,true
3,direct_repair,3-26,model,R1,2,0.0,normalized,1.0e-6,true
3,direct_repair,3-25,physics,R1,2,0.0,normalized,1.0e-6,true
3,direct_repair,WMM-replay,physics,R1,2,3.78759068553336e-9,K,0.0001,true
3,direct_repair,3-33:34,model,R1,2,3.78759068553336e-9,K,0.0001,true
3,direct_repair,3-39:40,model,R1,3,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,3,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,3,0.0,K,0.0001,true
3,direct_repair,3-23-kappa,model,1,3,0.0,kPa,0.001,true
3,direct_repair,3-22,model,R1,3,0.0,normalized,1.0e-6,true
3,direct_repair,3-26,model,R1,3,0.0,normalized,1.0e-6,true
3,direct_repair,3-25,physics,R1,3,0.0,normalized,1.0e-6,true
3,direct_repair,WMM-replay,physics,R1,3,1.3867690995539306e-8,K,0.0001,true
3,direct_repair,3-33:34,model,R1,3,1.3867690995539306e-8,K,0.0001,true
3,direct_repair,3-39:40,model,R1,4,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,4,0.0,K,0.0001,true
3,direct_repair,3-41,model,1,4,0.0,K,0.0001,true
3,direct_repair,3-23-kappa,model,1,4,0.0,kPa,0.001,true
3,direct_repair,3-22,model,R1,4,0.0,normalized,1.0e-6,true
3,direct_repair,3-26,model,R1,4,0.0,normalized,1.0e-6,true
3,direct_repair,3-25,physics,R1,4,0.0,normalized,1.0e-6,true
3,direct_repair,WMM-replay,physics,R1,4,4.158658839514828e-8,K,0.0001,true
3,direct_repair,3-33:34,model,R1,4,4.158658839514828e-8,K,0.0001,true
3,direct_repair,3-1,model,0,0,0.0,currency,0.0002157932627152254,true
3,direct_repair,R3-cost-field,model,0,0,0.0,currency,0.0002157932627152254,true
