record,run_id,iteration,key,pipe,side,scenario,segment,mass_kg,base_K,amplitude_K,rate_per_kg,from_left
"healthy_diagnostic_finite_fault_ccg_gurobi_n4","r7-linked-0a2eaa45-81f0-499e-b9af-f71aba23ee9d","2","1:0","1","S","2","1","18000.0","293.15","40.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_gurobi_n4","r7-linked-0a2eaa45-81f0-499e-b9af-f71aba23ee9d","2","1:0","1","R","1","1","18000.0","293.15","29.952380952380963","0.0","true"
"healthy_diagnostic_finite_fault_ccg_gurobi_n4","r7-linked-0a2eaa45-81f0-499e-b9af-f71aba23ee9d","2","1:0","1","R","2","1","18000.0","293.15","29.952380952380963","0.0","true"
"healthy_diagnostic_finite_fault_ccg_gurobi_n4","r7-linked-0a2eaa45-81f0-499e-b9af-f71aba23ee9d","2","2:0","1","S","1","1","18000.0","293.15","49.047619047619094","0.0","true"
"healthy_diagnostic_finite_fault_ccg_gurobi_n4","r7-linked-0a2eaa45-81f0-499e-b9af-f71aba23ee9d","2","2:0","1","S","2","1","18000.0","293.15","49.047619047619094","0.0","true"
"healthy_diagnostic_finite_fault_ccg_gurobi_n4","r7-linked-0a2eaa45-81f0-499e-b9af-f71aba23ee9d","2","2:0","1","R","1","1","18000.0","293.15","20.952380952380963","0.0","true"
"healthy_diagnostic_finite_fault_ccg_gurobi_n4","r7-linked-0a2eaa45-81f0-499e-b9af-f71aba23ee9d","2","2:0","1","R","2","1","18000.0","293.15","20.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","1","1:0","1","S","1","1","18000.0","293.15","49.04761904761904","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","1","1:0","1","S","2","1","18000.0","293.15","40.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","1","1:0","1","R","1","1","18000.0","293.15","29.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","1","1:0","1","R","2","1","18000.0","293.15","29.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","1","1:1","1","S","1","1","18000.0","293.15","49.04761904761904","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","1","1:1","1","S","2","1","18000.0","293.15","40.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","1","1:1","1","R","1","1","18000.0","293.15","29.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","1","1:1","1","R","2","1","18000.0","293.15","29.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","1","2:0","1","S","1","1","18000.0","293.15","40.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","1","2:0","1","S","2","1","18000.0","293.15","40.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","1","2:0","1","R","1","1","18000.0","293.15","30.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","1","2:0","1","R","2","1","18000.0","293.15","20.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","1","2:1","1","S","1","1","18000.0","293.15","40.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","1","2:1","1","S","2","1","18000.0","293.15","40.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","1","2:1","1","R","1","1","18000.0","293.15","30.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","1","2:1","1","R","2","1","18000.0","293.15","20.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","2","1:0","1","S","1","1","18000.0","293.15","49.04761904761904","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","2","1:0","1","S","2","1","18000.0","293.15","49.04761904761904","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","2","1:0","1","R","1","1","18000.0","293.15","29.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","2","1:0","1","R","2","1","18000.0","293.15","29.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","2","1:1","1","S","1","1","18000.0","293.15","49.04761904761904","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","2","1:1","1","S","2","1","18000.0","293.15","49.04761904761904","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","2","1:1","1","R","1","1","18000.0","293.15","29.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","2","1:1","1","R","2","1","18000.0","293.15","29.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","2","2:0","1","S","1","1","18000.0","293.15","49.04761904761904","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","2","2:0","1","S","2","1","18000.0","293.15","41.80952380952374","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","2","2:0","1","R","1","1","18000.0","293.15","30.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","2","2:0","1","R","2","1","18000.0","293.15","30.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","2","2:1","1","S","1","1","18000.0","293.15","49.04761904761904","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","2","2:1","1","S","2","1","18000.0","293.15","41.80952380952374","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","2","2:1","1","R","1","1","18000.0","293.15","30.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n1","r7-linked-473a183a-9532-42e9-84b0-a06fa470a343","2","2:1","1","R","2","1","18000.0","293.15","30.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","1","1:0","1","S","1","1","18000.0","293.15","49.04761904761904","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","1","1:0","1","S","2","1","18000.0","293.15","40.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","1","1:0","1","R","1","1","18000.0","293.15","29.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","1","1:0","1","R","2","1","18000.0","293.15","29.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","1","1:1","1","S","1","1","18000.0","293.15","49.04761904761904","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","1","1:1","1","S","2","1","18000.0","293.15","40.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","1","1:1","1","R","1","1","18000.0","293.15","29.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","1","1:1","1","R","2","1","18000.0","293.15","29.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","1","2:0","1","S","1","1","18000.0","293.15","40.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","1","2:0","1","S","2","1","18000.0","293.15","40.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","1","2:0","1","R","1","1","18000.0","293.15","30.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","1","2:0","1","R","2","1","18000.0","293.15","20.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","1","2:1","1","S","1","1","18000.0","293.15","40.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","1","2:1","1","S","2","1","18000.0","293.15","40.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","1","2:1","1","R","1","1","18000.0","293.15","30.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","1","2:1","1","R","2","1","18000.0","293.15","20.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","2","1:0","1","S","1","1","18000.0","293.15","49.04761904761904","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","2","1:0","1","S","2","1","18000.0","293.15","49.04761904761904","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","2","1:0","1","R","1","1","18000.0","293.15","29.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","2","1:0","1","R","2","1","18000.0","293.15","29.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","2","1:1","1","S","1","1","18000.0","293.15","49.04761904761904","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","2","1:1","1","S","2","1","18000.0","293.15","49.04761904761904","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","2","1:1","1","R","1","1","18000.0","293.15","29.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","2","1:1","1","R","2","1","18000.0","293.15","29.952380952380963","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","2","2:0","1","S","1","1","18000.0","293.15","49.04761904761904","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","2","2:0","1","S","2","1","18000.0","293.15","41.80952380952374","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","2","2:0","1","R","1","1","18000.0","293.15","30.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","2","2:0","1","R","2","1","18000.0","293.15","30.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","2","2:1","1","S","1","1","18000.0","293.15","49.04761904761904","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","2","2:1","1","S","2","1","18000.0","293.15","41.80952380952374","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","2","2:1","1","R","1","1","18000.0","293.15","30.0","0.0","true"
"reserve_heat_limit_finite_fault_ccg_highs_n16","r7-linked-07c66c8c-61b7-4d0f-bec2-7045a75922d0","2","2:1","1","R","2","1","18000.0","293.15","30.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","1","1:0","1","S","1","1","18000.0","293.15","49.04761904761904","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","1","1:0","1","S","2","1","18000.0","293.15","40.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","1","1:0","1","R","1","1","18000.0","293.15","29.952380952380963","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","1","1:0","1","R","2","1","18000.0","293.15","29.952380952380963","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","1","2:0","1","S","1","1","18000.0","293.15","40.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","1","2:0","1","S","2","1","18000.0","293.15","40.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","1","2:0","1","R","1","1","18000.0","293.15","30.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","1","2:0","1","R","2","1","18000.0","293.15","20.952380952380963","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","2","1:0","1","S","1","1","18000.0","293.15","49.04761904761904","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","2","1:0","1","S","2","1","18000.0","293.15","49.04761904761904","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","2","1:0","1","R","1","1","18000.0","293.15","29.952380952380963","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","2","1:0","1","R","2","1","18000.0","293.15","29.952380952380963","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","2","2:0","1","S","1","1","18000.0","293.15","40.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","2","2:0","1","S","2","1","18000.0","293.15","40.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","2","2:0","1","R","1","1","18000.0","293.15","30.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","2","2:0","1","R","2","1","18000.0","293.15","30.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","3","1:0","1","S","1","1","18000.0","293.15","40.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","3","1:0","1","S","2","1","18000.0","293.15","40.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","3","1:0","1","R","1","1","18000.0","293.15","29.952380952380963","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","3","1:0","1","R","2","1","18000.0","293.15","29.952380952380963","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","3","2:0","1","S","1","1","18000.0","293.15","40.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","3","2:0","1","S","2","1","18000.0","293.15","49.04761904761904","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","3","2:0","1","R","1","1","18000.0","293.15","20.952380952380963","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n1","r7-linked-d6ef8cee-dded-4560-ae55-f60d900ab9a4","3","2:0","1","R","2","1","18000.0","293.15","20.952380952380963","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","1","1:0","1","S","1","1","18000.0","293.15","49.04761904761904","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","1","1:0","1","S","2","1","18000.0","293.15","40.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","1","1:0","1","R","1","1","18000.0","293.15","29.952380952380963","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","1","1:0","1","R","2","1","18000.0","293.15","29.952380952380963","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","1","2:0","1","S","1","1","18000.0","293.15","40.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","1","2:0","1","S","2","1","18000.0","293.15","40.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","1","2:0","1","R","1","1","18000.0","293.15","30.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","1","2:0","1","R","2","1","18000.0","293.15","20.952380952380963","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","2","1:0","1","S","1","1","18000.0","293.15","49.04761904761904","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","2","1:0","1","S","2","1","18000.0","293.15","49.04761904761904","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","2","1:0","1","R","1","1","18000.0","293.15","29.952380952380963","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","2","1:0","1","R","2","1","18000.0","293.15","29.952380952380963","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","2","2:0","1","S","1","1","18000.0","293.15","40.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","2","2:0","1","S","2","1","18000.0","293.15","40.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","2","2:0","1","R","1","1","18000.0","293.15","30.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","2","2:0","1","R","2","1","18000.0","293.15","30.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","3","1:0","1","S","1","1","18000.0","293.15","40.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","3","1:0","1","S","2","1","18000.0","293.15","48.09523809523813","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","3","1:0","1","R","1","1","18000.0","293.15","29.952380952380963","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","3","1:0","1","R","2","1","18000.0","293.15","29.952380952380963","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","3","2:0","1","S","1","1","18000.0","293.15","40.0","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","3","2:0","1","S","2","1","18000.0","293.15","49.04761904761904","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","3","2:0","1","R","1","1","18000.0","293.15","20.952380952380963","0.0","true"
"healthy_diagnostic_finite_fault_ccg_highs_n16","r7-linked-4e5a5231-1310-41dc-b354-6c0ff5ea895d","3","2:0","1","R","2","1","18000.0","293.15","29.047619047619094","0.0","true"
