run_id,t,grid_MW,source_heat_MW,pv_MW,source_1_K,source_15_K
cf_vt_clarabel_socp,2,22.2222407451896,5.132698649138806,1.6976743034407842e-12,344.22108916509507,373.1499999955912
cf_vt_clarabel_socp,3,20.826060119667492,5.64392102530452,1.7170164773351885e-12,345.406910835935,373.14999999578913
cf_vt_clarabel_socp,4,20.00312877863808,5.989847601693627,1.696581752347766e-12,348.00820930235824,373.1499999962917
cf_vt_clarabel_socp,5,21.393262862400658,5.5807561297515935,1.6984056856720247e-12,343.2494472735978,373.1499999970525
cf_vt_clarabel_socp,6,18.965266535928595,7.3303681627751685,4.140035870087541e-12,359.980358016516,343.15000000573275
cf_vt_clarabel_socp,7,22.594573243204792,7.404607461809011,0.5999999999893039,359.90321777091475,343.15000000412874
cf_vt_clarabel_socp,8,25.396170137209875,7.436536145431078,2.3999999999893946,358.9478525424816,343.15000000248017
cf_vt_clarabel_socp,9,27.01845193513355,8.086701788064378,4.800000000000572,363.15,368.286131092769
cf_vt_clarabel_socp,10,25.36547919576314,7.433020738579204,7.800000000000676,363.15,365.17479868801433
cf_vt_clarabel_socp,11,24.362134330980716,6.792001867894969,10.200000000000674,363.15,363.63606726510756
cf_vt_clarabel_socp,12,21.776844121126164,6.385619421698308,11.52000000000066,363.15,363.2188325246426
cf_vt_clarabel_socp,13,19.05005751879202,6.144345277799819,11.999999999989296,363.15,363.15530955107846
cf_vt_clarabel_socp,14,18.57872250149466,5.9725296037655555,11.399999999989294,363.15,363.15017254124575
cf_vt_clarabel_socp,15,21.65159876349082,5.957084240334334,9.599999999989326,363.15,363.15
cf_vt_clarabel_socp,16,25.51460787452817,6.177575192754214,7.1999999999893545,363.15,363.15
cf_vt_clarabel_socp,17,29.781181183577104,6.60060484054492,4.199999999989397,363.15,363.15
cf_vt_clarabel_socp,18,32.937366436656816,7.054830334788351,1.4400000000007176,363.15,363.15
cf_vt_clarabel_socp,19,32.59051107212255,7.16014411257689,6.225882819575894e-12,363.15,363.15
cf_vt_clarabel_socp,20,30.27883761979168,6.9483162944698424,6.222109081381989e-12,363.15,363.15
cf_vt_clarabel_socp,21,27.232310388658036,6.65613145042393,6.230033501411744e-12,363.15,363.15
cf_vt_clarabel_socp,22,26.872204339691308,6.42982632081967,1.7111413979245682e-12,363.15,363.15
cf_vt_clarabel_socp,23,24.97066173849299,6.257508611390633,1.7114110539581241e-12,363.15,363.15
cf_vt_clarabel_socp,24,22.983374096271945,6.1740377505849136,1.711760932431879e-12,363.15,363.15
cf_ct_gurobi_socp,1,21.770796975258847,6.145348843187055,0.0,363.15,363.15
cf_ct_gurobi_socp,2,20.535722272341484,6.137403243592349,0.0,363.15,363.15
cf_ct_gurobi_socp,3,19.771667955418813,6.0686928578008725,0.0,363.15,363.15
cf_ct_gurobi_socp,4,19.4694161597474,5.953385313636331,0.0,363.15,363.15
cf_ct_gurobi_socp,5,20.242515844400167,6.019919294329173,0.0,363.15,363.15
cf_ct_gurobi_socp,6,20.505067983718536,6.358713401819886,0.0,363.15,363.15
cf_ct_gurobi_socp,7,23.577002386386127,6.849523059211147,0.5999999869056576,363.15,363.15
cf_ct_gurobi_socp,8,25.929768273809675,7.2618384849072894,2.399999987205505,363.15,363.15
cf_ct_gurobi_socp,9,26.766752110506804,7.326303502039927,4.799999994662536,363.15,363.15
cf_ct_gurobi_socp,10,25.697192196535276,7.03022435910006,7.799999995361772,363.15,363.15
cf_ct_gurobi_socp,11,24.530334376756013,6.617623783363585,10.199999995336198,363.15,363.15
cf_ct_gurobi_socp,12,21.84485567424118,6.322761388054655,11.519999995290235,363.15,363.15
cf_ct_gurobi_socp,13,19.072146716499947,6.125277854871901,11.99999999145992,363.15,363.15
cf_ct_gurobi_socp,14,18.58457250731371,5.967659369065771,11.399999991288801,363.15,363.15
cf_ct_gurobi_socp,15,21.65287359477553,5.9560424871860045,9.599999991257338,363.15,363.15
cf_ct_gurobi_socp,16,25.514836812177283,6.17738995160386,7.199999991023169,363.15,363.15
cf_ct_gurobi_socp,17,29.7812151480372,6.600577702292322,4.199999989320252,363.15,363.15
cf_ct_gurobi_socp,18,32.937370556662444,7.054827096974771,1.4399999951485605,363.15,363.15
cf_ct_gurobi_socp,19,32.590511566570605,7.160143802972575,0.0,363.15,363.15
cf_ct_gurobi_socp,20,30.278837762427646,6.948316271284506,0.0,363.15,363.15
cf_ct_gurobi_socp,21,27.232310499551993,6.656131449111632,0.0,363.15,363.15
cf_ct_gurobi_socp,22,26.87220465701009,6.429826320766758,0.0,363.15,363.15
cf_ct_gurobi_socp,23,24.970662117604526,6.257508611389274,0.0,363.15,363.15
cf_ct_gurobi_socp,24,22.98337452671524,6.174037750584898,0.0,363.15,363.15
cf_vt_gurobi_socp,1,24.411464539012602,4.318506759566791,0.0,343.1500009232195,373.1499971710551
cf_vt_gurobi_socp,2,22.222241841939226,5.132698808367084,0.0,344.22109122313645,373.149998454345
cf_vt_gurobi_socp,3,20.826061867619988,5.643920861685574,0.0,345.4069101415451,373.14999918987667
cf_vt_gurobi_socp,4,20.003129818110615,5.989847934763969,0.0,348.00821308597796,373.1499994112885
cf_vt_gurobi_socp,5,21.393263441614877,5.580756741085123,0.0,343.2494551689575,373.1499995250398
cf_vt_gurobi_socp,6,18.965266774452914,7.330368192210725,0.0,359.98036224727576,343.1500015803169
cf_vt_gurobi_socp,7,22.594573427191822,7.4046074494182585,0.5999999914282721,359.90322202743994,343.15000077913163
cf_vt_gurobi_socp,8,25.39617047683338,7.436536044145461,2.3999999912891816,358.94785584749667,343.1500006261274
cf_vt_gurobi_socp,9,27.01845153469335,8.086701349807116,4.800000000308092,363.15,368.2861263493064
cf_vt_gurobi_socp,10,25.365479448853506,7.433020519503722,7.800000000490506,363.15,365.17479690382277
cf_vt_gurobi_socp,11,24.3621344788513,6.792001780459249,10.200000002138875,363.15,363.63606685476975
cf_vt_gurobi_socp,12,21.776844212660457,6.3856193927446725,11.520000001830486,363.15,363.21883246833636
cf_vt_gurobi_socp,13,19.050057862599246,6.144345269690078,11.99999999577589,363.15,363.15530954683254
cf_vt_gurobi_socp,14,18.57872286702619,5.972529601837967,11.399999995768283,363.15,363.15017254111
cf_vt_gurobi_socp,15,21.651598978950034,5.957084239947471,9.599999994598694,363.15,363.15
cf_vt_gurobi_socp,16,25.514608067337157,6.177575192689104,7.199999993468064,363.15,363.15
cf_vt_gurobi_socp,17,29.781181453434627,6.600604840535811,4.199999993199901,363.15,363.15
cf_vt_gurobi_socp,18,32.93736652552793,7.054830334787305,1.4400000003795552,363.15,363.15
cf_vt_gurobi_socp,19,32.59051117124752,7.160144112576793,0.0,363.15,363.15
cf_vt_gurobi_socp,20,30.278837726191572,6.948316294469836,0.0,363.15,363.15
cf_vt_gurobi_socp,21,27.23231050435661,6.65613145042393,0.0,363.15,363.15
cf_vt_gurobi_socp,22,26.87220536503653,6.42982632081967,0.0,363.15,363.15
cf_vt_gurobi_socp,23,24.97066324414606,6.257508611390633,0.0,363.15,363.15
cf_vt_gurobi_socp,24,22.98337579640283,6.1740377505849136,0.0,363.15,363.15
cf_ct_gurobi_original,1,21.770795854726156,6.145348843187055,0.0,363.15,363.15
cf_ct_gurobi_original,2,20.535721076132646,6.137403243592349,0.0,363.15,363.15
cf_ct_gurobi_original,3,19.771664550043894,6.0686928578008725,0.0,363.15,363.15
cf_ct_gurobi_original,4,19.469414835277917,5.953385313636331,0.0,363.15,363.15
cf_ct_gurobi_original,5,20.242514721903003,6.019919294329173,0.0,363.15,363.15
cf_ct_gurobi_original,6,20.505065827030354,6.358713401819886,0.0,363.15,363.15
cf_ct_gurobi_original,7,23.57700159127972,6.849523059211147,0.6,363.15,363.15
cf_ct_gurobi_original,8,25.92976713120359,7.2618384849072894,2.4,363.15,363.15
cf_ct_gurobi_original,9,26.766746788323264,7.326303502039927,4.8,363.15,363.15
cf_ct_gurobi_original,10,25.697184887993295,7.03022435910006,7.8,363.15,363.15
cf_ct_gurobi_original,11,24.530327372967918,6.617623783363585,10.2,363.15,363.15
cf_ct_gurobi_original,12,21.84484886263985,6.322761388054655,11.519999999996767,363.15,363.15
cf_ct_gurobi_original,13,19.072144093422573,6.125277854871901,12.0,363.15,363.15
cf_ct_gurobi_original,14,18.584570198374625,5.967659369065771,11.4,363.15,363.15
cf_ct_gurobi_original,15,21.65287098243133,5.9560424871860045,9.6,363.15,363.15
cf_ct_gurobi_original,16,25.514836370945748,6.17738995160386,7.2,363.15,363.15
cf_ct_gurobi_original,17,29.781214639970216,6.600577702292322,4.2,363.15,363.15
cf_ct_gurobi_original,18,32.937367176866076,7.054827096974771,1.4399999999969402,363.15,363.15
cf_ct_gurobi_original,19,32.59050949404478,7.160143802972575,0.0,363.15,363.15
cf_ct_gurobi_original,20,30.278835162359044,6.948316271284506,0.0,363.15,363.15
cf_ct_gurobi_original,21,27.232309413574605,6.656131449111632,0.0,363.15,363.15
cf_ct_gurobi_original,22,26.87220397913446,6.429826320766758,0.0,363.15,363.15
cf_ct_gurobi_original,23,24.97064373994397,6.257508611389274,0.0,363.15,363.15
cf_ct_gurobi_original,24,22.983372187142354,6.174037750584898,0.0,363.15,363.15
cf_vt_gurobi_original,1,24.411462658951713,4.3185067036636555,0.0,343.15,373.15
cf_vt_gurobi_original,2,22.222240022514313,5.132698642694924,0.0,344.22108909360065,373.15
cf_vt_gurobi_original,3,20.826057186660307,5.6439210295205,0.0,345.4069108476382,373.15
cf_vt_gurobi_original,4,20.003127950565382,5.989847598988744,0.0,348.0082092573065,373.15
cf_vt_gurobi_original,5,21.39326218399253,5.580756129288023,0.0,343.2494472425115,373.15
cf_vt_gurobi_original,6,18.965264626762863,7.330368162927862,0.0,359.9803579906812,343.15
cf_vt_gurobi_original,7,22.594573062401345,7.404607462002961,0.6,359.90321774616416,343.15
cf_vt_gurobi_original,8,25.396168748400896,7.436536145647418,2.4,358.9478525191914,343.15
cf_vt_gurobi_original,9,27.018451937750857,8.086701790788155,4.8,363.15,368.28613112341276
cf_vt_gurobi_original,10,25.36547319905294,7.433020739955453,7.8,363.15,365.1747986999582
cf_vt_gurobi_original,11,24.362127768705093,6.792001868445357,10.2,363.15,363.6360672679125
cf_vt_gurobi_original,12,21.776837371822985,6.385619421880011,11.519999999996575,363.15,363.2188325250328
cf_vt_gurobi_original,13,19.050055265123202,6.144345277850426,12.0,363.15,363.15530955110813
cf_vt_gurobi_original,14,18.578720067351494,5.972529603777499,11.4,363.15,363.15017254124666
cf_vt_gurobi_original,15,21.65159638902389,5.957084240336713,9.6,363.15,363.15
cf_vt_gurobi_original,16,25.51460774837806,6.177575192754614,7.2,363.15,363.15
cf_vt_gurobi_original,17,29.78118103509857,6.600604840544977,4.2,363.15,363.15
cf_vt_gurobi_original,18,32.9373652641895,7.054830334788358,1.4399999999979713,363.15,363.15
cf_vt_gurobi_original,19,32.590509110460616,7.16014411257689,0.0,363.15,363.15
cf_vt_gurobi_original,20,30.27883513367015,6.9483162944698424,0.0,363.15,363.15
cf_vt_gurobi_original,21,27.232309411960372,6.65613145042393,0.0,363.15,363.15
cf_vt_gurobi_original,22,26.872203979050642,6.42982632081967,0.0,363.15,363.15
cf_vt_gurobi_original,23,24.970643739947413,6.257508611390633,0.0,363.15,363.15
cf_vt_gurobi_original,24,22.98337217563734,6.1740377505849136,0.0,363.15,363.15
