run_id,equation,scope,entity,t,residual,unit,tolerance,pass
cf_ct_gurobi_original,3-41,model,28,24,0.0,K,0.0001,true
cf_ct_gurobi_original,3-41,model,28,24,0.0,K,0.0001,true
cf_ct_gurobi_original,3-23-kappa,model,28,24,0.0,kPa,0.005199261864978687,true
cf_ct_gurobi_original,3-22,model,R28,24,0.0,normalized,1.0e-6,true
cf_ct_gurobi_original,3-26,model,R28,24,0.0,normalized,1.0e-6,true
cf_ct_gurobi_original,3-25,physics,R28,24,0.0,normalized,1.0e-6,true
cf_ct_gurobi_original,WMM-replay,physics,R28,24,0.0,K,0.0001,true
cf_ct_gurobi_original,3-33:34,model,R28,24,0.0,K,0.0001,true
cf_ct_gurobi_original,3-23,model,29,1,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,R2-fixed-flow,model,29,1,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,3-27,model,29,1,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,3-30,model,29,1,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,3-32,model,29,1,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-28,model,29,1,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-29:32,model,29,1,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-31,model,29,1,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-29:32,model,29,1,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-23,model,29,2,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,R2-fixed-flow,model,29,2,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,3-27,model,29,2,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,3-30,model,29,2,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,3-32,model,29,2,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-28,model,29,2,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-29:32,model,29,2,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-31,model,29,2,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-29:32,model,29,2,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-23,model,29,3,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,R2-fixed-flow,model,29,3,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,3-27,model,29,3,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,3-30,model,29,3,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,3-32,model,29,3,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-28,model,29,3,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-29:32,model,29,3,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-31,model,29,3,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-29:32,model,29,3,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-23,model,29,4,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,R2-fixed-flow,model,29,4,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,3-27,model,29,4,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,3-30,model,29,4,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,3-32,model,29,4,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-28,model,29,4,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-29:32,model,29,4,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-31,model,29,4,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-29:32,model,29,4,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-23,model,29,5,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,R2-fixed-flow,model,29,5,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,3-27,model,29,5,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,3-30,model,29,5,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,3-32,model,29,5,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-28,model,29,5,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-29:32,model,29,5,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-31,model,29,5,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-29:32,model,29,5,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-23,model,29,6,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,R2-fixed-flow,model,29,6,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,3-27,model,29,6,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,3-30,model,29,6,0.0,kg/s,2.947222222222222e-5,true
cf_ct_gurobi_original,3-32,model,29,6,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-28,model,29,6,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-29:32,model,29,6,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-31,model,29,6,0.0,1,1.0e-6,true
cf_ct_gurobi_original,3-29:32,model,29,6,0.0,1,1.0e-6,true
