run_id,t,time_h,node,tau_S_K,tau_R_K,H_MW,m_kg_s
r2-20260916T160800-b4d60329,1,1.0,1,345.3877784840795,312.82930402781403,0.13674559271631492,1.0
r2-20260916T160800-b4d60329,1,1.0,2,348.7142857142857,313.0,0.15,1.0
r2-20260916T160800-b4d60329,2,2.0,1,357.8028965164135,312.82930402781403,0.1888890884521178,1.0
r2-20260916T160800-b4d60329,2,2.0,2,351.0952380952381,313.0,0.16,1.0
r2-20260916T160800-b4d60329,3,3.0,1,350.19067500049323,312.82930402781403,0.15691775808525263,1.0
r2-20260916T160800-b4d60329,3,3.0,2,353.4761904761905,313.0,0.17,1.0
r2-20260916T160800-b4d60329,4,4.0,1,352.9999999999998,312.82930402781403,0.1687169230831801,1.0
r2-20260916T160800-b4d60329,4,4.0,2,351.0952380952381,313.0,0.16,1.0
