run_id,t,time_h,node,tau_S_K,tau_R_K,H_MW,m_kg_s
r2-20260916T160802-7a25c16a,1,1.0,1,343.0000000121368,312.8325503229018,0.13173508699103212,1.039713241448422
r2-20260916T160802-7a25c16a,1,1.0,2,347.35013068077524,313.0,0.15,1.039713241448422
r2-20260916T160802-7a25c16a,2,2.0,1,362.9999961486247,312.8300807862636,0.20476395578844422,0.9717641031411514
r2-20260916T160802-7a25c16a,2,2.0,2,352.2021458418748,313.0,0.16,0.9717641031411514
r2-20260916T160802-7a25c16a,3,3.0,1,362.99999998700457,312.8082589945699,0.17297355607525003,0.8205369888269931
r2-20260916T160802-7a25c16a,3,3.0,2,362.32890415342945,313.0,0.17,0.8205369888269931
r2-20260916T160802-7a25c16a,4,4.0,1,362.99999948459237,312.7858794286266,0.16313025280007415,0.7734982976437825
r2-20260916T160802-7a25c16a,4,4.0,2,362.25057781159074,313.0,0.16,0.7734982976437825
