id,version,branch,iteration,value
two-source-case_fixed,v1,dispatch,1,181.63539796104027
two-source-case_fixed,v1,dispatch,2,181.5113921064924
two-source-case_fixed,v1,dispatch,3,181.3868612302536
two-source-case_fixed,v1,dispatch,4,181.26163796006816
two-source-case_fixed,v1,dispatch,5,181.1355495309395
two-source-case_fixed,v1,dispatch,6,181.0084186436266
two-source-case_fixed,v1,dispatch,7,180.88005996669233
two-source-case_fixed,v1,dispatch,8,180.75028017696894
two-source-case_fixed,v1,dispatch,9,180.61887571218406
two-source-case_fixed,v1,dispatch,10,180.48563081763777
two-source-case_fixed,v1,dispatch,11,180.35031557380333
two-source-case_fixed,v1,dispatch,12,180.21268322415392
two-source-case_fixed,v1,dispatch,13,180.14274756306884
two-source-case_fixed,v1,dispatch,14,180.13393823398684
two-source-case_fixed,v1,dispatch,15,180.13173375434116
two-source-case_fixed,v1,dispatch,16,180.13063111594266
two-source-case_fixed,v1,dispatch,17,180.1304816359593
two-source-case_fixed,v1,dispatch,18,180.1302686881154
two-source-case_fixed,v2,dispatch,1,181.63539796104027
two-source-case_fixed,v2,dispatch,2,181.5113921064924
two-source-case_fixed,v2,dispatch,3,181.3868612302536
two-source-case_fixed,v2,dispatch,4,181.26163796006816
two-source-case_fixed,v2,dispatch,5,181.1355495309395
two-source-case_fixed,v2,dispatch,6,181.0084186436266
two-source-case_fixed,v2,dispatch,7,180.88005996669233
two-source-case_fixed,v2,dispatch,8,180.75028017696894
two-source-case_fixed,v2,dispatch,9,180.61887571218406
two-source-case_fixed,v2,dispatch,10,180.48563081763777
two-source-case_fixed,v2,dispatch,11,180.35031557380333
two-source-case_fixed,v2,dispatch,12,180.21268322415392
two-source-case_fixed,v2,dispatch,13,180.14274756306884
two-source-case_fixed,v2,dispatch,14,180.13393823398684
two-source-case_fixed,v2,dispatch,15,180.13173375434116
two-source-case_fixed,v2,dispatch,16,180.13063111594266
two-source-case_fixed,v2,dispatch,17,179.89113383439548
two-source-case_fixed,v2,dispatch,18,179.6536334264812
two-source-case_fixed,v2,dispatch,19,179.60198736263328
two-source-case_fixed,v2,dispatch,20,179.4471218669045
two-source-case_fixed,v2,dispatch,21,179.36795963538714
two-source-case_fixed,v2,dispatch,22,179.32791031331595
two-source-case_fixed,v2,dispatch,23,179.31784147560896
two-source-case_fixed,v2,dispatch,24,179.31279938135924
two-source-case_fixed,v2,dispatch,25,179.3115378240429
two-source-case_fixed,v2,dispatch,26,179.0987120876933
two-source-case_fixed,v2,dispatch,27,178.8922317694948
two-source-case_fixed,v2,dispatch,28,178.7212784180527
two-source-case_fixed,v2,dispatch,29,178.62738420492167
two-source-case_fixed,v2,dispatch,30,178.53322039046378
two-source-case_fixed,v2,dispatch,31,178.43893613979932
two-source-case_fixed,v2,dispatch,32,178.34467349665448
two-source-case_fixed,v2,dispatch,33,178.25056487953736
two-source-case_fixed,v2,dispatch,34,178.1567328962346
two-source-case_fixed,v2,dispatch,35,178.0746412878669
two-source-case_fixed,v2,dispatch,36,177.99802557598414
two-source-case_fixed,v2,dispatch,37,177.92207388842735
two-source-case_fixed,v2,dispatch,38,177.84740429347104
two-source-case_fixed,v2,dispatch,39,177.79711957736632
two-source-case_fixed,v2,dispatch,40,177.74761054117988
two-source-case_fixed,v2,dispatch,41,177.69893125206147
two-source-case_fixed,v2,dispatch,42,177.66670422430147
two-source-case_fixed,v2,dispatch,43,177.6476402323142
two-source-case_fixed,v2,dispatch,44,177.62840216808618
two-source-case_fixed,v2,dispatch,45,177.60899451133025
two-source-case_fixed,v2,dispatch,46,177.58942450098195
two-source-case_fixed,v2,dispatch,47,177.5759265986476
two-source-case_fixed,v2,dispatch,48,177.57298247683818
two-source-case_fixed,v2,dispatch,49,177.5700387497988
two-source-case_fixed,v2,dispatch,50,177.56783612881898
two-source-case_fixed,v2,dispatch,51,177.56663948032707
two-source-case_fixed,v2,dispatch,52,177.5654409374008
two-source-case_fixed,v2,dispatch,53,177.56424212876277
two-source-case_fixed,v2,dispatch,54,177.5630427872815
two-source-case_fixed,v2,dispatch,55,177.56184438626406
two-source-case_fixed,v2,dispatch,56,177.56064507480767
two-source-case_fixed,v2,dispatch,57,177.55944515507286
two-source-case_fixed,v2,dispatch,58,177.55824484904466
two-source-case_fixed,v2,dispatch,59,177.55704478810452
two-source-case_fixed,v2,dispatch,60,177.55584388178642
two-source-case_fixed,v2,dispatch,61,177.55464314840322
two-source-case_fixed,v2,dispatch,62,177.5534420992897
two-source-case_fixed,v2,dispatch,63,177.5522405335483
two-source-case_fixed,v2,dispatch,64,177.55103878341825
two-source-case_fixed,v2,dispatch,65,177.54983684514065
two-source-case_fixed,v2,dispatch,66,177.54863405432752
two-source-case_fixed,v2,dispatch,67,177.54743165281553
two-source-case_fixed,v2,dispatch,68,177.54622830735156
two-source-case_fixed,v2,dispatch,69,177.5450254434237
two-source-case_fixed,v2,dispatch,70,177.5438214131013
two-source-case_fixed,v2,dispatch,71,177.54261714028115
two-source-case_fixed,v2,dispatch,72,177.54141407269424
two-source-case_fixed,v2,dispatch,73,177.54020937917528
two-source-case_fixed,v2,dispatch,74,177.53900414680677
two-source-case_fixed,v2,dispatch,75,177.53779880716476
two-source-case_fixed,v2,dispatch,76,177.5365946438339
two-source-case_fixed,v2,dispatch,77,177.5353891408206
two-source-case_fixed,v2,dispatch,78,177.53418293663026
two-source-case_fixed,v2,dispatch,79,177.53297725199772
two-source-case_fixed,v2,dispatch,80,177.5317706126059
two-source-case_fixed,v2,dispatch,81,177.53056414094033
two-source-case_fixed,v2,dispatch,82,177.5293571765178
two-source-case_fixed,v2,dispatch,83,177.52814986992416
two-source-case_fixed,v2,dispatch,84,177.52694168248132
two-source-case_fixed,v2,dispatch,85,177.52573462035184
two-source-case_fixed,v2,dispatch,86,177.52452633852909
two-source-case_fixed,v2,dispatch,87,177.52331788299455
two-source-case_fixed,v2,dispatch,88,177.52210935148202
two-source-case_fixed,v2,dispatch,89,177.5209003960077
two-source-case_fixed,v2,dispatch,90,177.51969106175846
two-source-case_fixed,v2,dispatch,91,177.51848196487128
two-source-case_fixed,v2,dispatch,92,177.51727204179394
two-source-case_fixed,v2,dispatch,93,177.5160618420418
two-source-case_fixed,v2,dispatch,94,177.5148516494222
two-source-case_fixed,v2,dispatch,95,177.5136412253578
two-source-case_fixed,v2,dispatch,96,177.51242946565952
two-source-case_fixed,v2,dispatch,97,177.51121934882173
two-source-case_fixed,v2,dispatch,98,177.51000668380843
two-source-case_fixed,v2,dispatch,99,177.50879627469183
two-source-case_fixed,v2,dispatch,100,177.50758410510323
two-source-case_fixed,v2,dispatch,101,177.5063721098973
two-source-case_fixed,v2,dispatch,102,177.50515942999107
two-source-case_fixed,v2,dispatch,103,177.5039458075666
two-source-case_fixed,v2,dispatch,104,177.50273382642808
two-source-case_fixed,v2,dispatch,105,177.50152029004192
two-source-case_fixed,v2,dispatch,106,177.50030694762552
two-source-case_fixed,v2,dispatch,107,177.49909305894937
two-source-case_fixed,v2,dispatch,108,177.49787875822736
two-source-case_fixed,v2,dispatch,109,177.49666438817138
two-source-case_fixed,v2,dispatch,110,177.4954496479497
two-source-case_fixed,v2,dispatch,111,177.49423455966883
two-source-case_fixed,v2,dispatch,112,177.49301943468413
two-source-case_fixed,v2,dispatch,113,177.4918021036619
two-source-case_fixed,v2,dispatch,114,177.49058831827696
two-source-case_fixed,v2,dispatch,115,177.48937223326624
two-source-case_fixed,v2,dispatch,116,177.48815597183471
two-source-case_fixed,v2,dispatch,117,177.48693980426447
two-source-case_fixed,v2,dispatch,118,177.4857226709418
two-source-case_fixed,v2,dispatch,119,177.48450546999686
two-source-case_fixed,v2,dispatch,120,177.48328823797243
two-source-case_fixed,v2,dispatch,121,177.4820705359241
two-source-case_fixed,v2,dispatch,122,177.4808526428986
two-source-case_fixed,v2,dispatch,123,177.4796345905109
two-source-case_fixed,v2,dispatch,124,177.4784162050442
two-source-case_fixed,v2,dispatch,125,177.47719770069446
two-source-case_fixed,v2,dispatch,126,177.4759787156529
two-source-case_fixed,v2,dispatch,127,177.47475946192515
two-source-case_fixed,v2,dispatch,128,177.4735398685912
two-source-case_fixed,v2,dispatch,129,177.47232030841354
