run_id,parent,band,stage,variable,entity,t,value,old_value,unit
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S_out,3,3,343.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S_out,3,4,343.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S_out,4,1,343.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S_out,4,2,343.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S_out,4,3,343.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S_out,4,4,343.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S_out,5,1,343.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S_out,5,2,343.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S_out,5,3,343.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S_out,5,4,343.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S_out,6,1,343.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S_out,6,2,343.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S_out,6,3,343.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S_out,6,4,343.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_load,1,1,3.118487945303537e-6,0.0,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_load,1,2,0.0,0.0,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_load,1,3,0.0,0.0,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_load,1,4,7.268260232691567e-7,0.0,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_load,2,1,1.234365768296461,1.0172695015003206,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_load,2,2,0.7734212285873194,1.3244372944693057,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_load,2,3,0.6554128493862351,0.989363448504841,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_load,2,4,0.8328152184509543,1.0175912165123002,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_load,3,1,1.9669338939911825,2.1769220896190857,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_load,3,2,1.6247985749000093,2.6230545755147423,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_load,3,3,1.2759180561479482,2.1441881059917,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_load,3,4,1.680144043043676,2.1771584244166418,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,1,1,0.39872547838510236,0.35554146901955064,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,1,2,0.567656807042325,0.9459327600545976,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,1,3,0.18475256571986537,0.3576154623719974,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,1,4,0.2555512042489422,0.35251929682753635,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,2,1,0.3787308847570218,0.4398818440990027,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,2,2,0.4977587857444262,0.8979720217534946,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,2,3,0.2025935967813964,0.394938482464513,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,2,4,0.24986281075797379,0.434790227553401,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,3,1,0.0,0.0,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,3,2,0.0,0.0,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,3,3,0.0,0.0,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,3,4,0.0,0.0,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,4,1,0.0,0.0,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,4,2,0.0,0.0,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,4,3,0.0,0.0,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,4,4,0.0,0.0,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,5,1,0.0,0.0,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,5,2,0.0,0.0,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,5,3,0.0,0.0,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,5,4,0.0,0.0,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,6,1,0.0,0.0,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,6,2,0.0,0.0,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,6,3,0.0,0.0,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,m_pipe,6,4,0.0,0.0,kg/s
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R,1,1,322.7460449477087,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R,1,2,317.7235593607209,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R,1,3,303.58665194724017,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R,1,4,317.5629087663472,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R,2,1,323.06993823253566,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R,2,2,317.9511928165537,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R,2,3,304.28629159903306,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R,2,4,318.0684236235474,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R,3,1,323.14994796351715,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R,3,2,315.21575373847304,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R,3,3,303.78766882181617,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R,3,4,317.6510991605668,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_source,1,1,343.9058929989452,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_source,1,2,357.87301130383065,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_source,1,3,351.41099620457186,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_source,1,4,350.57772998941545,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_source,2,1,344.2113314537373,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_source,2,2,361.92540953274795,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_source,2,3,343.226418263948,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_source,2,4,349.1087944505957,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_source,3,1,350.2637418425715,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_source,3,2,353.4239235593732,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_source,3,3,343.9080301090252,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_source,3,4,347.75862236422813,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,1,1,322.7460498154626,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,1,2,317.72356936072094,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,1,3,303.58666194724015,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,1,4,317.56291835572284,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,2,1,322.8090043151797,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,2,2,314.9563613656172,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,2,3,303.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,2,4,317.13407017247664,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,3,1,303.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,3,2,303.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,3,3,303.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,3,4,303.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,4,1,303.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,4,2,303.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,4,3,303.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,4,4,303.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,5,1,303.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,5,2,303.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,5,3,303.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,5,4,303.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,6,1,303.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,6,2,303.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,6,3,303.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_R_out,6,4,303.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S,1,1,343.9058929989451,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S,1,2,357.8730213038307,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S,1,3,351.4109862045718,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S,1,4,350.57773006753496,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S,2,1,343.94899138522555,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S,2,2,359.8785967677144,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S,2,3,344.6375396571136,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S,2,4,349.17710377754696,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S,3,1,348.8945743893311,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S,3,2,355.2157637384735,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S,3,3,343.7876588218162,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_S,3,4,347.7901617077954,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_load,1,1,322.1238121497498,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_load,1,2,303.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_load,1,3,303.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_load,1,4,314.16382934816215,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_load,2,1,323.15,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_load,2,2,319.8785967677144,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_load,2,3,304.6375396571136,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_load,2,4,318.3487500996593,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_load,3,1,323.14994755628317,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_load,3,2,315.2157637384735,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_load,3,3,303.7876588218162,NaN,K
import--fixed--socp--reference10--free_mixing,import--fixed--socp,reference10,free_mixing,τ_load,3,4,317.65109915755545,NaN,K
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_source,1,1,0.3555423430922131,0.35554146901955064,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_source,1,2,0.945933545048874,0.9459327600545976,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_source,1,3,0.35761619462745253,0.3576154623719974,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_source,1,4,0.3525201359241106,0.35251929682753635,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_source,2,1,1.1016103451565038,1.1016098765797726,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_source,2,2,1.2764769531271514,1.2764765561682028,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_source,2,3,1.0266867467319438,1.0266864685973567,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_source,2,4,1.0998626128267637,1.0998621472381649,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_source,3,1,1.7370402903459174,1.737040245520083,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_source,3,2,1.725082512767998,1.7250825537612478,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_source,3,3,1.749249840131788,1.749249623527187,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_source,3,4,1.7423682628222545,1.7423681968632407,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_load,1,1,9.099739339986585e-7,0.0,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_load,1,2,7.332582048751951e-7,0.0,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_load,1,3,8.849738240719529e-7,0.0,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_load,1,4,9.081247448731173e-7,0.0,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_load,2,1,1.017269512942398,1.0172695015003206,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_load,2,2,1.3244373977956918,1.3244372944693057,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_load,2,3,0.9893634312212471,0.989363448504841,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_load,2,4,1.0175912264998557,1.0175912165123002,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_load,3,1,2.1769225556780323,2.1769220896190857,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_load,3,2,2.6230548798897715,2.6230545755147423,kg/s
import--fixed--socp--reference20--fixed_envelope,import--fixed--socp,reference20,fixed_envelope,m_load,3,3,2.1441884652959144,2.1441881059917,kg/s
