record_id,run_id,scenario,group,id,entity,t,residual,tolerance,normalized,pass,unit
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,first_stage,P_DA_MW/1,shared,0,0.0,2.0e-6,0.0,true,MW
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,first_stage,R_up_MW/1,shared,0,0.0,2.0e-6,0.0,true,MW
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,first_stage,R_down_MW/1,shared,0,0.0,2.0e-6,0.0,true,MW
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,first_stage,PCC-up/1,shared,0,0.0,2.0e-6,0.0,true,MW
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,first_stage,PCC-down/1,shared,0,0.0,2.0e-6,0.0,true,MW
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,cost,expected-objective,shared,0,8.881784197001252e-16,2.0850000000000016e-6,4.259848535732012e-10,true,USD
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,kkt,P_DA_MW/1/lower/sign,shared,0,0.0,1.0e-6,0.0,true,1
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,kkt,P_DA_MW/1/lower/complementarity,shared,0,0.0,1.0e-6,0.0,true,1
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,kkt,P_DA_MW/1/upper/sign,shared,0,0.0,1.0e-6,0.0,true,1
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,kkt,P_DA_MW/1/upper/complementarity,shared,0,0.0,1.0e-6,0.0,true,1
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,kkt,R_up_MW/1/lower/sign,shared,0,0.0,1.0e-6,0.0,true,1
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,kkt,R_up_MW/1/lower/complementarity,shared,0,0.0,1.0e-6,0.0,true,1
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,kkt,R_up_MW/1/upper/sign,shared,0,0.0,1.0e-6,0.0,true,1
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,kkt,R_up_MW/1/upper/complementarity,shared,0,0.0,1.0e-6,0.0,true,1
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,kkt,R_down_MW/1/lower/sign,shared,0,0.0,1.0e-6,0.0,true,1
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,kkt,R_down_MW/1/lower/complementarity,shared,0,0.0,1.0e-6,0.0,true,1
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,kkt,R_down_MW/1/upper/sign,shared,0,0.0,1.0e-6,0.0,true,1
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,kkt,R_down_MW/1/upper/complementarity,shared,0,0.0,1.0e-6,0.0,true,1
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,kkt,PCC-up/1/sign,shared,0,0.0,1.0e-6,0.0,true,1
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,kkt,PCC-down/1/sign,shared,0,0.0,1.0e-6,0.0,true,1
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,kkt,PCC-up/1/comp,shared,0,0.0,1.0e-6,0.0,true,1
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,kkt,PCC-down/1/comp,shared,0,0.0,1.0e-6,0.0,true,1
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,kkt,P_DA_MW/1/stationarity,shared,0,0.0,1.0e-6,0.0,true,1
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,kkt,R_up_MW/1/stationarity,shared,0,0.0,1.0e-6,0.0,true,1
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,kkt,R_down_MW/1/stationarity,shared,0,0.0,1.0e-6,0.0,true,1
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,shared,kkt,global-primal-dual-gap,shared,0,1.064962133933003e-15,0.0001,1.0649621339330029e-11,true,1
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,electric,PCC-bound,PCC,1,0.0,2.0e-6,0.0,true,MW
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,electric,QCC-bound,PCC,1,0.0,2.0e-6,0.0,true,Mvar
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,electric,5-9-P,EB,1,0.0,2.0e-6,0.0,true,MW
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,electric,5-9-Q,EB,1,0.0,2.0e-6,0.0,true,Mvar
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,electric,5-9-P,GT,1,0.0,2.0e-6,0.0,true,MW
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,electric,5-9-Q,GT,1,0.0,2.0e-6,0.0,true,Mvar
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,electric,5-10,GT,1,0.0,2.0e-6,0.0,true,MW
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,electric,5-14,1,1,0.0,2.0e-6,0.0,true,MW
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,electric,5-15,1,1,0.0,2.0e-6,0.0,true,Mvar
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,electric,5-17,1,1,0.0,1.0e-6,0.0,true,pu
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,electric,5-14,2,1,0.0,2.0e-6,0.0,true,MW
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,electric,5-15,2,1,0.0,2.0e-6,0.0,true,Mvar
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,electric,5-17,2,1,0.0,1.0e-6,0.0,true,pu
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,electric,root-voltage,1,1,0.0,1.0e-6,0.0,true,pu
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,electric,5-16,e12,1,1.1817803680091998e-17,1.0e-6,1.1817803680091998e-11,true,pu
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,electric,P-line-bound,e12,1,0.0,2.0e-6,0.0,true,MW
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,electric,Q-line-bound,e12,1,0.0,2.0e-6,0.0,true,Mvar
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,heat,mass,1,1,0.0,2.0e-6,0.0,true,kg/s
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,heat,5-20,1,1,0.0,0.0001,0.0,true,K
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,heat,5-21,1,1,0.0,0.0001,0.0,true,K
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,heat,5-24-S,1,1,0.0,0.0001,0.0,true,K
capacity_denominator--highs,r5-commitment-f67d1d23-4d6b-4229-9d45-30186140b8bc,none,heat,5-24-R,1,1,0.0,0.0001,0.0,true,K
