record_id,run_id,phase,iteration,scope,count,failures,worst_id,normalized,pass
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,master,7,master/risk_master,62,0,cut/9,1.9658693810613183e-9,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,7,candidate,26,0,down_bid/1,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,7,candidate/independent_market,255,0,R5-MK_nonnegative,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,7,candidate/risk_policy,38,0,z-binary,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,7,candidate/risk_policy/scenarios/down/validation,195,0,5-5-cost,5.955780627347866e-10,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,7,candidate/risk_policy/scenarios/none/validation,195,0,5-25-26-S,1.1368683772161603e-9,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,7,candidate/risk_policy/scenarios/up/validation,195,0,5-25-26-S,1.7053025658242404e-9,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,7,candidate/risk_policy/transport_checks/actual,6,0,budget,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,7,candidate/risk_policy/transport_checks/cost,6,0,budget,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,7,candidate/risk_policy/transport_checks/risk,6,0,budget,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,7,candidate/selected_market,254,0,R5-MK_nonnegative,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,cost,7,cost/down,1028,0,5-20/1/1,8.048055905537026e-9,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,cost,7,cost/down/physical,195,0,5-5-cost,5.955780627347866e-10,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,cost,7,cost/none,1028,0,5-25-26-S/h12/3,1.664837146640093e-8,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,cost,7,cost/none/physical,195,0,5-25-26-S,1.1368683772161603e-9,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,cost,7,cost/up,1028,0,5-25-26-S/h12/2,2.6341563170846084e-8,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,cost,7,cost/up/physical,195,0,5-25-26-S,1.7053025658242404e-9,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,master,8,master,1,0,master/total,1.045254362164743e-9,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,master,8,master/market,24,0,P_DA_MW/1,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,master,8,master/market/selected_market,254,0,5-37,1.850371707708594e-11,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,master,8,master/risk_master,63,0,cut/6,3.379793986469604e-9,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,8,candidate,26,0,down_bid/1,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,8,candidate/independent_market,255,0,R5-MK_nonnegative,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,8,candidate/risk_policy,38,0,z-binary,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,8,candidate/risk_policy/scenarios/down/validation,195,0,5-21,1.1368683772161603e-9,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,8,candidate/risk_policy/scenarios/none/validation,195,0,5-25-26-S,1.1368683772161603e-9,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,8,candidate/risk_policy/scenarios/up/validation,195,0,5-25-26-S,2.8421709430404007e-9,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,8,candidate/risk_policy/transport_checks/actual,6,0,budget,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,8,candidate/risk_policy/transport_checks/cost,6,0,dual-inequality,2.4671622769447913e-11,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,8,candidate/risk_policy/transport_checks/risk,6,0,budget,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,8,candidate/selected_market,254,0,5-37,1.850371707708594e-11,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,cost,8,cost/down,1028,0,5-25-26-S/h12/3,1.9858454433457445e-8,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,cost,8,cost/down/physical,195,0,5-21,1.1368683772161603e-9,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,cost,8,cost/none,1028,0,5-25-26-S/h12/3,1.664837146640093e-8,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,cost,8,cost/none/physical,195,0,5-25-26-S,1.1368683772161603e-9,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,cost,8,cost/up,1028,0,5-25-26-S/h12/2,4.616854620266572e-8,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,cost,8,cost/up/physical,195,0,5-25-26-S,2.8421709430404007e-9,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,master,9,master,1,0,master/total,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,master,9,master/market,24,0,P_DA_MW/1,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,master,9,master/market/selected_market,254,0,R5-MK_nonnegative,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,master,9,master/risk_master,64,0,cut/6,1.8863966436109415e-9,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,9,candidate,26,0,down_bid/1,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,9,candidate/independent_market,255,0,R5-MK_nonnegative,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,9,candidate/risk_policy,38,0,z-binary,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,9,candidate/risk_policy/scenarios/down/validation,195,0,5-31,1.6170224881317807e-6,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,9,candidate/risk_policy/scenarios/none/validation,195,0,5-25-26-S,1.1368683772161603e-9,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,9,candidate/risk_policy/scenarios/up/validation,195,0,5-25-26-S,2.8421709430404007e-9,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,9,candidate/risk_policy/transport_checks/actual,6,0,budget,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,9,candidate/risk_policy/transport_checks/cost,6,0,budget,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,9,candidate/risk_policy/transport_checks/risk,6,0,budget,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,candidate,9,candidate/selected_market,254,0,R5-MK_nonnegative,0.0,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,cost,9,cost/down,1028,0,P_DH/1/1/upper,0.00032340449762635615,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,cost,9,cost/down/physical,195,0,5-31,1.6170224881317807e-6,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,cost,9,cost/none,1028,0,5-25-26-S/h12/3,1.664837146640093e-8,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,cost,9,cost/none/physical,195,0,5-25-26-S,1.1368683772161603e-9,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,cost,9,cost/up,1028,0,5-25-26-S/h12/2,4.616854620266572e-8,true
competitive_future_e030_r005--critical,r5-strategic-benders-aceb6b28-13cd-48a4-97be-6073f30719a7,cost,9,cost/up/physical,195,0,5-25-26-S,2.8421709430404007e-9,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,1,master,1,0,master/total,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,1,master/market,24,0,P_DA_MW/1,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,1,master/market/selected_market,254,0,R5-MK_nonnegative,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,1,master/risk_master,47,0,cost/rows,3.107440230495749e-8,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,1,candidate,26,0,down_bid/1,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,1,candidate/independent_market,255,0,R5-MK_nonnegative,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,1,candidate/risk_policy,38,0,z-binary,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,1,candidate/risk_policy/scenarios/down/validation,195,0,5-21,5.684341886080801e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,1,candidate/risk_policy/scenarios/none/validation,195,0,5-21,5.684341886080801e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,1,candidate/risk_policy/scenarios/up/validation,195,0,5-25-26-S,2.8421709430404007e-9,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,1,candidate/risk_policy/transport_checks/actual,6,0,budget,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,1,candidate/risk_policy/transport_checks/cost,6,0,budget,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,1,candidate/risk_policy/transport_checks/risk,6,0,budget,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,1,candidate/selected_market,254,0,R5-MK_nonnegative,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,1,cost/down,1028,0,5-25-26-R/h12/3,1.1801775614178354e-8,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,1,cost/down/physical,195,0,5-21,5.684341886080801e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,1,cost/none,1028,0,5-25-26-S/h12/2,1.0731747958492848e-8,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,1,cost/none/physical,195,0,5-21,5.684341886080801e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,1,cost/up,1028,0,5-25-26-S/h12/2,4.616854620266572e-8,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,1,cost/up/physical,195,0,5-25-26-S,2.8421709430404007e-9,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,2,master,1,0,master/total,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,2,master/market,24,0,P_DA_MW/1,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,2,master/market/selected_market,254,0,5-37,1.850371707708594e-11,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,2,master/risk_master,50,0,cut/2,1.3123052493353206e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,diagnostic,2,diagnostic/down,2817,0,5-25-26-R/h12/1,4.105492579795354e-9,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,diagnostic,2,diagnostic/none,2817,0,5-21/2/2,1.4099818641636638e-8,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,diagnostic,2,diagnostic/up,2817,0,5-21/2/2,4.229945592490992e-8,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,3,master,1,0,master/total,1.1923173629079677e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,3,master/market,24,0,P_DA_MW/1,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,3,master/market/selected_market,254,0,R5-MK_nonnegative,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,3,master/risk_master,54,0,master/objective,1.5307110988965866e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,3,candidate,26,0,down_bid/1,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,3,candidate/independent_market,255,0,R5-MK_nonnegative,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,3,candidate/risk_policy,38,0,cost/dual-rows,9.824982518806827e-12,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,3,candidate/risk_policy/scenarios/down/validation,195,0,5-25-26-S,2.8421709430404007e-9,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,3,candidate/risk_policy/scenarios/none/validation,195,0,5-20,5.684341886080801e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,3,candidate/risk_policy/scenarios/up/validation,195,0,5-25-26-S,2.8421709430404007e-9,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,3,candidate/risk_policy/transport_checks/actual,6,0,budget,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,3,candidate/risk_policy/transport_checks/cost,6,0,dual-inequality,9.824982518806827e-12,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,3,candidate/risk_policy/transport_checks/risk,6,0,budget,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,3,candidate/selected_market,254,0,R5-MK_nonnegative,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,3,cost/down,1028,0,5-25-26-S/h12/3,3.597181207201562e-8,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,3,cost/down/physical,195,0,5-25-26-S,2.8421709430404007e-9,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,3,cost/none,1028,0,5-20/1/2,8.048055905537026e-9,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,3,cost/none/physical,195,0,5-20,5.684341886080801e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,3,cost/up,1028,0,5-25-26-S/h12/2,4.616854620266572e-8,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,3,cost/up/physical,195,0,5-25-26-S,2.8421709430404007e-9,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,4,master,1,0,master/total,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,4,master/market,24,0,P_DA_MW/1,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,4,master/market/selected_market,254,0,R5-MK_nonnegative,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,4,master/risk_master,57,0,cut/6,3.7895612567021917e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,4,candidate,26,0,down_bid/1,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,4,candidate/independent_market,255,0,R5-MK_nonnegative,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,4,candidate/risk_policy,38,0,z-binary,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,4,candidate/risk_policy/scenarios/down/validation,195,0,5-20,5.684341886080801e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,4,candidate/risk_policy/scenarios/none/validation,195,0,5-21,5.684341886080801e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,4,candidate/risk_policy/scenarios/up/validation,195,0,5-25-26-S,2.8421709430404007e-9,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,4,candidate/risk_policy/transport_checks/actual,6,0,budget,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,4,candidate/risk_policy/transport_checks/cost,6,0,budget,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,4,candidate/risk_policy/transport_checks/risk,6,0,budget,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,4,candidate/selected_market,254,0,R5-MK_nonnegative,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,4,cost/down,1028,0,5-20/1/1,8.048055905537026e-9,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,4,cost/down/physical,195,0,5-20,5.684341886080801e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,4,cost/none,1028,0,5-25-26-S/h12/2,1.0731747958492848e-8,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,4,cost/none/physical,195,0,5-21,5.684341886080801e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,4,cost/up,1028,0,5-25-26-S/h12/2,4.616854620266572e-8,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,4,cost/up/physical,195,0,5-25-26-S,2.8421709430404007e-9,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,5,master,1,0,master/total,3.4328615131678284e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,5,master/market,24,0,P_DA_MW/1,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,5,master/market/selected_market,254,0,R5-MK_nonnegative,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,5,master/risk_master,59,0,cut/6,2.308870891919628e-9,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,5,candidate,26,0,down_bid/1,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,5,candidate/independent_market,255,0,R5-MK_nonnegative,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,5,candidate/risk_policy,38,0,z-binary,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,5,candidate/risk_policy/scenarios/down/validation,195,0,building-energy,9.939965517347105e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,5,candidate/risk_policy/scenarios/none/validation,195,0,building-energy,6.349087922075114e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,5,candidate/risk_policy/scenarios/up/validation,195,0,5-25-26-S,2.8421709430404007e-9,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,5,candidate/risk_policy/transport_checks/actual,6,0,budget,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,5,candidate/risk_policy/transport_checks/cost,6,0,primal-dual-gap,1.7352101430200752e-12,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,5,candidate/risk_policy/transport_checks/risk,6,0,budget,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,5,candidate/selected_market,254,0,R5-MK_nonnegative,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,5,cost/down,1028,0,5-20/1/1,8.048055905537026e-9,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,5,cost/down/physical,195,0,building-energy,9.939965517347105e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,5,cost/none,1028,0,5-25-26-R/h12/3,8.59169264712184e-9,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,5,cost/none/physical,195,0,building-energy,6.349087922075114e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,5,cost/up,1028,0,5-25-26-S/h12/2,4.616854620266572e-8,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,cost,5,cost/up/physical,195,0,5-25-26-S,2.8421709430404007e-9,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,6,master,1,0,master/total,3.796170023577879e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,6,master/market,24,0,P_DA_MW/1,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,6,master/market/selected_market,254,0,R5-MK_nonnegative,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,master,6,master/risk_master,61,0,master/objective,6.68676023566651e-10,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,6,candidate,26,0,down_bid/1,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,6,candidate/independent_market,255,0,R5-MK_nonnegative,0.0,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,6,candidate/risk_policy,38,0,cost/dual-rows,1.8902590202512118e-11,true
competitive_future_e030_r005--paper_critical,r5-strategic-benders-ca2c4896-2a59-42f4-b543-a80b738bb5e8,candidate,6,candidate/risk_policy/scenarios/down/validation,195,0,5-21,5.684341886080801e-10,true
