record_id,run_id,iteration,scenario,source_id,kind,status,branch,model_pass,kkt_pass,objective,numerical_scale
merit_fixed_bid--critical,r5-strategic-benders-79d714dd-2fae-41d0-aef0-b80aaff83497,2,up,r5-benders-sub-1a2ede37-37c5-48d6-a06a-75d27b100e4b,diagnostic,solver_optimal,0,true,true,0.3076923077330768,1024.0
merit_fixed_bid--critical,r5-strategic-benders-79d714dd-2fae-41d0-aef0-b80aaff83497,3,down,r5-benders-sub-968058d6-e2b1-408c-bcfb-ea1b9e9312a6,cost,solver_optimal,0,true,true,0.0,1.0
merit_fixed_bid--critical,r5-strategic-benders-79d714dd-2fae-41d0-aef0-b80aaff83497,3,none,r5-benders-sub-8df3853b-d673-4d01-a9b1-bb3b188b4a5c,cost,solver_optimal,0,true,true,0.0,1.0
merit_fixed_bid--critical,r5-strategic-benders-79d714dd-2fae-41d0-aef0-b80aaff83497,3,up,r5-benders-sub-c0571b2e-177b-4a7c-ad72-0d2a6f6ca0ae,cost,solver_optimal,0,true,true,0.0,1.0
merit_fixed_bid--paper_critical,r5-strategic-benders-ec54a452-e6ef-47d0-ae7c-7f35adc975b1,1,down,r5-benders-sub-b0c93345-d379-4e38-90ca-68a23b8bcf88,cost,solver_optimal,0,true,true,5.460000000000004,1.0
merit_fixed_bid--paper_critical,r5-strategic-benders-ec54a452-e6ef-47d0-ae7c-7f35adc975b1,1,none,r5-benders-sub-90217cff-ff7f-42ab-adda-f604800d902e,cost,solver_optimal,0,true,true,5.460000000000004,1.0
merit_fixed_bid--paper_critical,r5-strategic-benders-ec54a452-e6ef-47d0-ae7c-7f35adc975b1,1,up,r5-benders-sub-2a520e07-83b5-440f-be5b-f465a62a8d4e,cost,solver_optimal,0,true,true,5.460000000000004,1.0
merit_fixed_bid--paper_critical,r5-strategic-benders-ec54a452-e6ef-47d0-ae7c-7f35adc975b1,2,down,r5-benders-sub-25ab9cf2-4486-400a-a577-be82d358df45,cost,solver_infeasible,0,false,false,NaN,1.0
merit_fixed_bid--paper_critical,r5-strategic-benders-ec54a452-e6ef-47d0-ae7c-7f35adc975b1,2,none,r5-benders-sub-4322f7e8-467d-4619-ab9c-75364cffad4c,cost,solver_infeasible,0,false,false,NaN,1.0
merit_fixed_bid--paper_critical,r5-strategic-benders-ec54a452-e6ef-47d0-ae7c-7f35adc975b1,2,up,r5-benders-sub-daf0a4bb-cc85-48b2-bfd6-aba8a6d60814,cost,solver_infeasible,0,false,false,NaN,1.0
merit_fixed_bid--paper_critical,r5-strategic-benders-ec54a452-e6ef-47d0-ae7c-7f35adc975b1,2,down,r5-benders-sub-4b803b12-087a-42cd-9925-cef4941d798f,diagnostic,solver_optimal,0,true,true,0.3076923077330768,1024.0
merit_fixed_bid--paper_critical,r5-strategic-benders-ec54a452-e6ef-47d0-ae7c-7f35adc975b1,2,none,r5-benders-sub-7f27627c-870a-434a-b33f-db1782542ec2,diagnostic,solver_optimal,0,true,true,0.3076923077330768,1024.0
merit_fixed_bid--paper_critical,r5-strategic-benders-ec54a452-e6ef-47d0-ae7c-7f35adc975b1,2,up,r5-benders-sub-6f408796-d6f7-44fa-b217-a916c02091d8,diagnostic,solver_optimal,0,true,true,0.3076923077330768,1024.0
merit_fixed_bid--paper_critical,r5-strategic-benders-ec54a452-e6ef-47d0-ae7c-7f35adc975b1,3,down,r5-benders-sub-8789aa3b-674b-4373-b696-69b053623c80,cost,solver_optimal,0,true,true,0.0,1.0
merit_fixed_bid--paper_critical,r5-strategic-benders-ec54a452-e6ef-47d0-ae7c-7f35adc975b1,3,none,r5-benders-sub-cc98a213-fcf4-4f0a-a11d-320f0cfe3d0f,cost,solver_optimal,0,true,true,0.0,1.0
merit_fixed_bid--paper_critical,r5-strategic-benders-ec54a452-e6ef-47d0-ae7c-7f35adc975b1,3,up,r5-benders-sub-2f46c40b-88ca-4496-b612-35d94375a2c1,cost,solver_optimal,0,true,true,0.0,1.0
merit_strategic--cuts,r5-strategic-benders-48363754-fbf5-4949-9a2d-9a9aa11cd1ab,1,down,r5-benders-sub-2b57a0ca-13b9-4561-998d-021ac881f69c,cost,solver_optimal,0,true,true,18.460000000000004,1.0
merit_strategic--cuts,r5-strategic-benders-48363754-fbf5-4949-9a2d-9a9aa11cd1ab,1,none,r5-benders-sub-10537963-9571-4cb7-bf45-6770a7d830f0,cost,solver_optimal,0,true,true,18.460000000000004,1.0
merit_strategic--cuts,r5-strategic-benders-48363754-fbf5-4949-9a2d-9a9aa11cd1ab,1,up,r5-benders-sub-2c6e197b-e8f7-478e-b54d-1997e52390eb,cost,solver_optimal,0,true,true,18.460000000000004,1.0
merit_strategic--cuts,r5-strategic-benders-48363754-fbf5-4949-9a2d-9a9aa11cd1ab,2,down,r5-benders-sub-cf35218e-5ae1-4af3-b158-7c996e7300b6,cost,solver_infeasible,0,false,false,NaN,1.0
merit_strategic--cuts,r5-strategic-benders-48363754-fbf5-4949-9a2d-9a9aa11cd1ab,2,none,r5-benders-sub-4596033a-f632-4046-9fb8-0997e377d5a8,cost,solver_infeasible,0,false,false,NaN,1.0
merit_strategic--cuts,r5-strategic-benders-48363754-fbf5-4949-9a2d-9a9aa11cd1ab,2,up,r5-benders-sub-d348864c-000e-43de-a3bc-65b6c563f6e9,cost,solver_infeasible,0,false,false,NaN,1.0
merit_strategic--cuts,r5-strategic-benders-48363754-fbf5-4949-9a2d-9a9aa11cd1ab,2,down,r5-benders-sub-5cdee4b6-ea74-4bdd-944c-e3f887006d0d,diagnostic,solver_optimal,0,true,true,0.3076923077330768,1024.0
merit_strategic--cuts,r5-strategic-benders-48363754-fbf5-4949-9a2d-9a9aa11cd1ab,2,none,r5-benders-sub-3a417083-53ac-4ab8-b490-edde0982049b,diagnostic,solver_optimal,0,true,true,0.3076923077330768,1024.0
merit_strategic--cuts,r5-strategic-benders-48363754-fbf5-4949-9a2d-9a9aa11cd1ab,2,up,r5-benders-sub-33efe3ee-faa9-4bb1-afb2-97934b533d92,diagnostic,solver_optimal,0,true,true,0.3076923077330768,1024.0
merit_strategic--cuts,r5-strategic-benders-48363754-fbf5-4949-9a2d-9a9aa11cd1ab,3,down,r5-benders-sub-eba750ed-d762-4a9f-9bec-2cca26de4521,cost,solver_optimal,0,true,true,5.460000000000004,1.0
merit_strategic--cuts,r5-strategic-benders-48363754-fbf5-4949-9a2d-9a9aa11cd1ab,3,none,r5-benders-sub-b224fbb2-2645-4052-9cb5-7e2293a87b98,cost,solver_optimal,0,true,true,5.460000000000004,1.0
merit_strategic--cuts,r5-strategic-benders-48363754-fbf5-4949-9a2d-9a9aa11cd1ab,3,up,r5-benders-sub-23bc0258-5aef-45cd-ab0f-e4ce73879329,cost,solver_optimal,0,true,true,5.460000000000004,1.0
merit_strategic--critical,r5-strategic-benders-7876cb93-c15e-466c-9e14-31317858a058,1,down,r5-benders-sub-82ab2a6b-191d-4e8b-b47a-902077a22636,cost,solver_optimal,0,true,true,18.460000000000004,1.0
merit_strategic--critical,r5-strategic-benders-7876cb93-c15e-466c-9e14-31317858a058,1,none,r5-benders-sub-f5e5cccb-ff7e-4a71-9622-42c433b877d7,cost,solver_optimal,0,true,true,18.460000000000004,1.0
merit_strategic--critical,r5-strategic-benders-7876cb93-c15e-466c-9e14-31317858a058,1,up,r5-benders-sub-727782a2-4e57-4daa-8939-761177015c73,cost,solver_optimal,0,true,true,18.460000000000004,1.0
merit_strategic--critical,r5-strategic-benders-7876cb93-c15e-466c-9e14-31317858a058,2,down,r5-benders-sub-ae17b60e-32ab-4c76-9b84-194354f390fe,cost,solver_infeasible,0,false,false,NaN,1.0
merit_strategic--critical,r5-strategic-benders-7876cb93-c15e-466c-9e14-31317858a058,2,none,r5-benders-sub-35edd331-ddb8-4778-86c2-a99bbbcec2da,cost,solver_infeasible,0,false,false,NaN,1.0
merit_strategic--critical,r5-strategic-benders-7876cb93-c15e-466c-9e14-31317858a058,2,up,r5-benders-sub-bae1cc32-dcce-49c9-bf17-0b499e24688a,cost,solver_infeasible,0,false,false,NaN,1.0
merit_strategic--critical,r5-strategic-benders-7876cb93-c15e-466c-9e14-31317858a058,2,down,r5-benders-sub-6bae5032-0861-4341-bfb5-2ab0922ab766,diagnostic,solver_optimal,0,true,true,0.3076923077330768,1024.0
merit_strategic--critical,r5-strategic-benders-7876cb93-c15e-466c-9e14-31317858a058,2,none,r5-benders-sub-411a119e-cdd8-46b4-be51-64b90cf8f2b8,diagnostic,solver_optimal,0,true,true,0.3076923077330768,1024.0
merit_strategic--critical,r5-strategic-benders-7876cb93-c15e-466c-9e14-31317858a058,2,up,r5-benders-sub-da2dce68-0010-4a48-8c31-894b7309d0be,diagnostic,solver_optimal,0,true,true,0.3076923077330768,1024.0
merit_strategic--critical,r5-strategic-benders-7876cb93-c15e-466c-9e14-31317858a058,3,down,r5-benders-sub-cb978ad8-f539-4b0c-86ac-62ce52f53a1e,cost,solver_optimal,0,true,true,5.460000000000004,1.0
merit_strategic--critical,r5-strategic-benders-7876cb93-c15e-466c-9e14-31317858a058,3,none,r5-benders-sub-fc77650e-651c-4433-b8e7-a8e6efbe65a3,cost,solver_optimal,0,true,true,5.460000000000004,1.0
merit_strategic--critical,r5-strategic-benders-7876cb93-c15e-466c-9e14-31317858a058,3,up,r5-benders-sub-a720ae7b-fc3f-4685-9091-22f35c06e584,cost,solver_optimal,0,true,true,5.460000000000004,1.0
merit_strategic--paper_critical,r5-strategic-benders-82369a30-6312-443c-9ac9-be41a7e79e86,1,down,r5-benders-sub-e95024cd-a976-4db3-9e63-7b35d7337c3c,cost,solver_optimal,0,true,true,18.460000000000004,1.0
merit_strategic--paper_critical,r5-strategic-benders-82369a30-6312-443c-9ac9-be41a7e79e86,1,none,r5-benders-sub-2fe0a905-f46b-498e-9fce-76decb58df20,cost,solver_optimal,0,true,true,18.460000000000004,1.0
merit_strategic--paper_critical,r5-strategic-benders-82369a30-6312-443c-9ac9-be41a7e79e86,1,up,r5-benders-sub-cb3375b7-e46a-4841-a24d-9299ccf009f4,cost,solver_optimal,0,true,true,18.460000000000004,1.0
merit_strategic--paper_critical,r5-strategic-benders-82369a30-6312-443c-9ac9-be41a7e79e86,2,down,r5-benders-sub-5b09ece9-1544-4f2a-9610-7ae616a8cacf,cost,solver_infeasible,0,false,false,NaN,1.0
merit_strategic--paper_critical,r5-strategic-benders-82369a30-6312-443c-9ac9-be41a7e79e86,2,none,r5-benders-sub-33c37018-2f5f-465f-8725-9fabcc3b9c5d,cost,solver_infeasible,0,false,false,NaN,1.0
merit_strategic--paper_critical,r5-strategic-benders-82369a30-6312-443c-9ac9-be41a7e79e86,2,up,r5-benders-sub-fbd57f99-e725-46fa-acdf-9078781bd511,cost,solver_infeasible,0,false,false,NaN,1.0
merit_strategic--paper_critical,r5-strategic-benders-82369a30-6312-443c-9ac9-be41a7e79e86,2,down,r5-benders-sub-82a2d1a2-ae7f-4649-bd95-cd02c73b0d65,diagnostic,solver_optimal,0,true,true,0.3076923077330768,1024.0
merit_strategic--paper_critical,r5-strategic-benders-82369a30-6312-443c-9ac9-be41a7e79e86,2,none,r5-benders-sub-55e42214-bbbe-4de6-aea5-edd9cabdd5c3,diagnostic,solver_optimal,0,true,true,0.3076923077330768,1024.0
merit_strategic--paper_critical,r5-strategic-benders-82369a30-6312-443c-9ac9-be41a7e79e86,2,up,r5-benders-sub-7d7f5f18-2aa8-4909-9c3f-8e998ef39576,diagnostic,solver_optimal,0,true,true,0.3076923077330768,1024.0
merit_strategic--paper_critical,r5-strategic-benders-82369a30-6312-443c-9ac9-be41a7e79e86,3,down,r5-benders-sub-104b801c-bfa0-46a5-a743-8a2de3169af1,cost,solver_optimal,0,true,true,5.460000000000004,1.0
merit_strategic--paper_critical,r5-strategic-benders-82369a30-6312-443c-9ac9-be41a7e79e86,3,none,r5-benders-sub-b5f4e6c3-9389-48d5-9542-9c5da2935ecc,cost,solver_optimal,0,true,true,5.460000000000004,1.0
merit_strategic--paper_critical,r5-strategic-benders-82369a30-6312-443c-9ac9-be41a7e79e86,3,up,r5-benders-sub-9c9c62dc-9733-47bd-89f6-d0b201a81198,cost,solver_optimal,0,true,true,5.460000000000004,1.0
