run_id,t,flow_1_kg_s,source_1_K,source_2_K,source_heat_MW,grid_MW,pv_MW
cf_ct,24,0.9563492063492064,363.15,363.15,6.174037750584912,22.983374098465973,0.0
vf_ct,1,0.5738095391753718,363.15,363.15,4.752611546953802,24.079746377490867,0.0
vf_ct,2,0.5738095321056839,363.15,363.15,5.449818779623385,22.132238211763035,0.0
vf_ct,3,0.5738095322249536,363.15,363.15,5.777695370188633,20.974668089336213,0.0
vf_ct,4,0.5738095317945701,363.15,363.15,5.836710442429578,20.46912660125176,0.0
vf_ct,5,0.5738095251357006,363.15,363.15,6.041039975437671,21.321387397525346,0.0
vf_ct,6,0.6176931998896698,363.15,363.15,7.194891920553624,18.819265164163596,0.0
vf_ct,7,0.6752850600642758,363.15,363.15,7.1950123204892025,22.368687628250473,0.599999999944509
vf_ct,8,0.7012234858344436,363.15,363.15,7.220047928184647,25.163048646947825,2.399999999944508
vf_ct,9,0.673512521269657,363.15,363.15,7.219939911685651,26.086181501525193,4.799999999968603
vf_ct,10,0.6184202180778651,363.15,363.15,7.191942311184744,24.71605380427431,7.799999999968568
vf_ct,11,0.5775945157194015,363.15,363.15,7.163100976338959,23.116141252897826,10.199999999968535
vf_ct,12,0.7532824418057035,363.15,363.15,7.147220019309553,20.113261192493,11.519999999968508
vf_ct,13,0.5738095918040889,363.15,363.15,5.162861739802202,19.57575649571221,11.99999999994428
vf_ct,14,0.5738095707603568,363.15,363.15,5.443240756875798,18.560303600174237,11.399999999944278
vf_ct,15,0.5738095733421349,363.15,363.15,5.959681864198192,20.99236010248663,9.59999999994434
vf_ct,16,0.5899794842335578,363.15,363.15,6.747620153180851,24.16457414458279,7.199999999944413
vf_ct,17,0.6480391474047217,363.15,363.15,7.187976233576083,28.320663429429892,4.199999999944508
vf_ct,18,0.6877296947563197,363.15,363.15,7.205322459229302,31.944996091186333,1.4399999999686641
vf_ct,19,0.6660476263542237,363.15,363.15,7.203762266602475,31.72228079707361,0.0
vf_ct,20,0.6165029459460404,363.15,363.15,7.185497122671674,29.201687289291133,0.0
vf_ct,21,1.338888884653486,363.15,363.15,7.163442893693781,25.84742593242348,0.0
vf_ct,22,0.7774805981667355,363.15,363.15,5.405393203114237,28.039248114371865,0.0
vf_ct,23,0.9563492063492349,363.15,363.15,6.139782502419597,25.115933694981663,0.0
vf_ct,24,0.9563492063492065,363.15,363.15,6.168043138687508,22.99083527245918,0.0
vf_vt,1,1.3158478191596452,343.2090532200433,373.1499999948767,4.488018558831333,24.87061400686375,0.0
vf_vt,2,1.1271044208329855,343.95781755967835,373.1499999949473,4.5496907085450795,23.691851318267876,0.0
vf_vt,3,0.7691811718353555,348.56445080571586,373.14999990023387,5.460412475205613,21.840959684813235,0.0
vf_vt,4,1.1466674823044907,347.61574111679295,372.0766512027363,5.579653671292821,21.277417283863652,0.0
vf_vt,5,0.7650793671734052,343.15000001109365,366.7080837159401,5.589907228081632,22.094137688804032,0.0
vf_vt,6,0.7387152111165188,353.962241079184,343.1500000037539,7.097030492923949,18.713819557770524,0.0
vf_vt,7,0.7914506217558924,352.2501282096132,343.1500000037182,7.125166532975743,22.29342913172917,0.5999999999445066
vf_vt,8,0.8658306728044769,349.09500402688406,343.15000000380473,7.165994672130912,25.104854281069105,2.399999999944506
vf_vt,9,0.830385175458831,349.8408466048138,343.1500000015273,7.141479784515652,26.001833199466066,4.799999999968601
vf_vt,10,0.7085003972201085,355.2477189794151,343.15000000147205,7.11813417834069,24.636871301336054,7.799999999968566
vf_vt,11,0.5988609289329753,362.43229510827143,343.1500000014124,7.078094828107957,23.02510268469415,10.199999999968533
vf_vt,12,0.5738095354028778,368.1496867135661,343.1500000013407,7.032455847746949,19.990497329561336,11.519999999968505
vf_vt,13,0.5738095316245022,372.7870022512437,343.15000000257737,6.987222287654179,16.966197167436118,11.999999999944258
vf_vt,14,0.5738095613875388,373.1499999831814,343.15000000255594,6.732617140158092,16.54270322162768,11.399999999944262
vf_vt,15,0.5738095655149009,373.1499999794148,343.15000000257675,6.408076421032893,19.967540091190248,9.599999999944327
vf_vt,16,0.5738095732335652,373.149999984723,343.15000000266167,6.755243254564257,23.665372931928804,7.199999999944405
vf_vt,17,0.5738095830650091,373.14999998848936,343.1500000028814,6.971893965435486,28.088258604774847,4.199999999944501
vf_vt,18,0.6018453482106638,373.1499999921013,343.15000000140344,6.984909996154766,31.70742458215695,1.4399999999686601
vf_vt,19,0.5838378228218272,373.1499999944012,343.15000000145653,6.986643735291643,31.488049139661694,0.0
vf_vt,20,0.5789811545611557,365.8520212524264,343.1500000015977,6.97547769737884,28.975176539522735,0.0
vf_vt,21,1.3388888848824114,362.92396021709305,345.9713599990969,6.993807075332711,25.664531835585638,0.0
vf_vt,22,0.7831497773510976,363.2403783566274,361.7999822627268,5.278262447455737,28.801188117826864,0.0
vf_vt,23,0.9591507689806897,363.1396485156921,363.1669387956234,6.130594804751727,24.997367353092194,0.0
vf_vt,24,0.9563492063492065,363.15,363.14376565693334,6.148588457293587,23.014833074977428,0.0
r9-flow-probe-vf-vt-terminal-free-v1,1,1.2134825283627917,343.46817177401476,373.1499997486344,4.479563113433548,24.861423316721513,0.0
r9-flow-probe-vf-vt-terminal-free-v1,2,0.9827662924271445,344.02574854735957,373.14999976439765,4.567499077890074,23.71101931001955,0.0
r9-flow-probe-vf-vt-terminal-free-v1,3,0.7078865540577165,347.7658802487231,373.1499996693214,5.3788447228545335,21.942739495719536,0.0
r9-flow-probe-vf-vt-terminal-free-v1,4,0.8291419490313989,348.30624919161875,372.5122575136625,5.6690929731436706,21.16578780823291,0.0
r9-flow-probe-vf-vt-terminal-free-v1,5,0.765079409863138,343.15000012697726,366.93743550112686,5.592508469647155,22.09083933432759,0.0
r9-flow-probe-vf-vt-terminal-free-v1,6,0.7374267935866051,354.0987484491803,343.15000023241055,7.096035074210445,18.71268511789934,0.0
r9-flow-probe-vf-vt-terminal-free-v1,7,0.7897995431466331,352.3729745854823,343.1500002339283,7.124290174532464,22.292480967270077,0.6
r9-flow-probe-vf-vt-terminal-free-v1,8,0.8640950574152791,349.20748050692487,343.1500002467281,7.165048213003171,25.103830212678325,2.4
r9-flow-probe-vf-vt-terminal-free-v1,9,0.8288432800221756,349.94693127578444,343.15000008463073,7.140631895598523,26.00091622485079,4.8
r9-flow-probe-vf-vt-terminal-free-v1,10,0.7073729746995441,355.34720354158344,343.1500000818722,7.117348734133385,24.636025899485464,7.8
r9-flow-probe-vf-vt-terminal-free-v1,11,0.5980695768948481,362.52411377151907,343.15000007879405,7.077379549596211,23.02433421322586,10.2
r9-flow-probe-vf-vt-terminal-free-v1,12,0.5738098845679388,368.2181397300794,343.15000007489294,7.031804899861834,19.98979897081471,11.519999998424856
r9-flow-probe-vf-vt-terminal-free-v1,13,0.5738097937173636,372.840671640407,343.1500001639073,6.986671566873827,16.965606578129677,12.0
r9-flow-probe-vf-vt-terminal-free-v1,14,0.573810284761236,373.1499997756315,343.15000016457907,6.948295498233144,16.276621715250954,11.4
r9-flow-probe-vf-vt-terminal-free-v1,15,0.5738103142970774,373.1499993686387,343.15000016911034,6.944646459635668,19.319040027466492,9.6
r9-flow-probe-vf-vt-terminal-free-v1,16,0.5738139705050982,373.1499996487282,343.15000018024983,6.958354040128505,23.40013275213507,7.2
r9-flow-probe-vf-vt-terminal-free-v1,17,0.5738106204147302,373.14999962682504,343.1500002040419,6.9701300288752694,28.086355344044165,4.2
r9-flow-probe-vf-vt-terminal-free-v1,18,0.6018458133518055,373.14999963463947,343.15000008135854,6.955108952483156,31.67530166440504,1.4399999984323955
r9-flow-probe-vf-vt-terminal-free-v1,19,0.5796838635073853,373.1499995543323,343.15000008102913,6.967170090249067,31.467032552791938,0.0
r9-flow-probe-vf-vt-terminal-free-v1,20,0.5738101580541185,373.1499993353172,343.1500000792619,6.961273532044009,28.95985053449916,0.0
r9-flow-probe-vf-vt-terminal-free-v1,21,0.5738108747032349,373.1499981516876,343.15000007440574,6.9465542490719665,25.613585728611792,0.0
r9-flow-probe-vf-vt-terminal-free-v1,22,1.0851568028219094,345.5756802074315,343.1500009945798,3.6339769632166448,29.349678231701272,0.0
r9-flow-probe-vf-vt-terminal-free-v1,23,1.3388888288143288,345.0470581405037,343.1500002839042,4.067208408847103,27.740284389168,0.0
r9-flow-probe-vf-vt-terminal-free-v1,24,0.9563492063492064,343.6876947121619,343.1500001689066,5.027968190103913,24.33998243943976,0.0
r9-flow-probe-vf-vt-presolve-off-v1,1,1.3158478191596452,343.2090532200433,373.1499999948767,4.488018558831333,24.87061400686375,0.0
r9-flow-probe-vf-vt-presolve-off-v1,2,1.1271044208329855,343.95781755967835,373.1499999949473,4.5496907085450795,23.691851318267876,0.0
r9-flow-probe-vf-vt-presolve-off-v1,3,0.7691811718353555,348.56445080571586,373.14999990023387,5.460412475205613,21.840959684813235,0.0
r9-flow-probe-vf-vt-presolve-off-v1,4,1.1466674823044907,347.61574111679295,372.0766512027363,5.579653671292821,21.277417283863652,0.0
r9-flow-probe-vf-vt-presolve-off-v1,5,0.7650793671734052,343.15000001109365,366.7080837159401,5.589907228081632,22.094137688804032,0.0
r9-flow-probe-vf-vt-presolve-off-v1,6,0.7387152111165188,353.962241079184,343.1500000037539,7.097030492923949,18.713819557770524,0.0
r9-flow-probe-vf-vt-presolve-off-v1,7,0.7914506217558924,352.2501282096132,343.1500000037182,7.125166532975743,22.29342913172917,0.5999999999445066
r9-flow-probe-vf-vt-presolve-off-v1,8,0.8658306728044769,349.09500402688406,343.15000000380473,7.165994672130912,25.104854281069105,2.399999999944506
r9-flow-probe-vf-vt-presolve-off-v1,9,0.830385175458831,349.8408466048138,343.1500000015273,7.141479784515652,26.001833199466066,4.799999999968601
r9-flow-probe-vf-vt-presolve-off-v1,10,0.7085003972201085,355.2477189794151,343.15000000147205,7.11813417834069,24.636871301336054,7.799999999968566
r9-flow-probe-vf-vt-presolve-off-v1,11,0.5988609289329753,362.43229510827143,343.1500000014124,7.078094828107957,23.02510268469415,10.199999999968533
r9-flow-probe-vf-vt-presolve-off-v1,12,0.5738095354028778,368.1496867135661,343.1500000013407,7.032455847746949,19.990497329561336,11.519999999968505
r9-flow-probe-vf-vt-presolve-off-v1,13,0.5738095316245022,372.7870022512437,343.15000000257737,6.987222287654179,16.966197167436118,11.999999999944258
r9-flow-probe-vf-vt-presolve-off-v1,14,0.5738095613875388,373.1499999831814,343.15000000255594,6.732617140158092,16.54270322162768,11.399999999944262
r9-flow-probe-vf-vt-presolve-off-v1,15,0.5738095655149009,373.1499999794148,343.15000000257675,6.408076421032893,19.967540091190248,9.599999999944327
r9-flow-probe-vf-vt-presolve-off-v1,16,0.5738095732335652,373.149999984723,343.15000000266167,6.755243254564257,23.665372931928804,7.199999999944405
r9-flow-probe-vf-vt-presolve-off-v1,17,0.5738095830650091,373.14999998848936,343.1500000028814,6.971893965435486,28.088258604774847,4.199999999944501
r9-flow-probe-vf-vt-presolve-off-v1,18,0.6018453482106638,373.1499999921013,343.15000000140344,6.984909996154766,31.70742458215695,1.4399999999686601
r9-flow-probe-vf-vt-presolve-off-v1,19,0.5838378228218272,373.1499999944012,343.15000000145653,6.986643735291643,31.488049139661694,0.0
r9-flow-probe-vf-vt-presolve-off-v1,20,0.5789811545611557,365.8520212524264,343.1500000015977,6.97547769737884,28.975176539522735,0.0
r9-flow-probe-vf-vt-presolve-off-v1,21,1.3388888848824114,362.92396021709305,345.9713599990969,6.993807075332711,25.664531835585638,0.0
r9-flow-probe-vf-vt-presolve-off-v1,22,0.7831497773510976,363.2403783566274,361.7999822627268,5.278262447455737,28.801188117826864,0.0
r9-flow-probe-vf-vt-presolve-off-v1,23,0.9591507689806897,363.1396485156921,363.1669387956234,6.130594804751727,24.997367353092194,0.0
r9-flow-probe-vf-vt-presolve-off-v1,24,0.9563492063492065,363.15,363.14376565693334,6.148588457293587,23.014833074977428,0.0
