stage,run_id,time_h,device,kind,P_MW,H_MW
normal,74e43db5-0140-48be-8aa3-645aabf7a397,8.75,EB2,EB,0.7127764379339537,0.662882087278577
normal,74e43db5-0140-48be-8aa3-645aabf7a397,8.75,GT1,GT,2.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,8.75,PV1,PV,0.8,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,8.75,PV2,PV,1.2,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,8.75,PV3,PV,1.2,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.0,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.0,CHP2,CHP,6.0,7.2
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.0,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.0,EB2,EB,0.7001133400524504,0.6511054062487789
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.0,GT1,GT,2.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.0,PV1,PV,1.3,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.0,PV2,PV,1.9499999999999997,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.0,PV3,PV,1.95,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.25,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.25,CHP2,CHP,6.0,7.2
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.25,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.25,EB2,EB,0.6769161611063436,0.6295320298288996
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.25,GT1,GT,2.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.25,PV1,PV,1.3,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.25,PV2,PV,1.9499999999999997,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.25,PV3,PV,1.95,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.5,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.5,CHP2,CHP,6.0,7.2
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.5,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.5,EB2,EB,0.6521196383062482,0.6064712636248109
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.5,GT1,GT,2.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.5,PV1,PV,1.3,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.5,PV2,PV,1.9499999999999997,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.5,PV3,PV,1.95,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.75,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.75,CHP2,CHP,6.0,7.2
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.75,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.75,EB2,EB,0.6297417307520159,0.5856598095993748
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.75,GT1,GT,2.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.75,PV1,PV,1.3,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.75,PV2,PV,1.9499999999999997,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,9.75,PV3,PV,1.95,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.0,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.0,CHP2,CHP,6.0,7.2
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.0,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.0,EB2,EB,0.6088822247267843,0.5662604689959094
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.0,GT1,GT,1.9999999999999996,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.0,PV1,PV,1.7,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.0,PV2,PV,2.55,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.0,PV3,PV,2.55,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.25,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.25,CHP2,CHP,6.0,7.2
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.25,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.25,EB2,EB,0.5839420322119718,0.5430660899571338
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.25,GT1,GT,2.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.25,PV1,PV,1.7,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.25,PV2,PV,2.55,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.25,PV3,PV,2.55,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.5,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.5,CHP2,CHP,6.0,7.2
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.5,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.5,EB2,EB,0.5623664100848779,0.5230007613789365
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.5,GT1,GT,1.9999999999999996,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.5,PV1,PV,1.7,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.5,PV2,PV,2.55,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.5,PV3,PV,2.55,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.75,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.75,CHP2,CHP,6.0,7.2
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.75,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.75,EB2,EB,0.5473867120383579,0.5090696421956729
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.75,GT1,GT,2.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.75,PV1,PV,1.7,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.75,PV2,PV,2.55,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,10.75,PV3,PV,2.55,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.0,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.0,CHP2,CHP,6.0,7.2
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.0,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.0,EB2,EB,0.5365710530059419,0.499011079295526
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.0,GT1,GT,2.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.0,PV1,PV,1.92,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.0,PV2,PV,2.88,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.0,PV3,PV,2.88,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.25,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.25,CHP2,CHP,6.0,7.2
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.25,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.25,EB2,EB,0.5255292569052683,0.48874220892189957
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.25,GT1,GT,1.9999999999999998,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.25,PV1,PV,1.92,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.25,PV2,PV,2.88,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.25,PV3,PV,2.88,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.5,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.5,CHP2,CHP,6.0,7.2
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.5,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.5,EB2,EB,0.5159113581393131,0.47979756306956123
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.5,GT1,GT,1.9999999999999998,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.5,PV1,PV,1.92,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.5,PV2,PV,2.88,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.5,PV3,PV,2.88,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.75,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.75,CHP2,CHP,6.0,7.2
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.75,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.75,EB2,EB,0.5089491045159941,0.4733226671998745
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.75,GT1,GT,2.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.75,PV1,PV,1.92,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.75,PV2,PV,2.88,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,11.75,PV3,PV,2.88,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.0,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.0,CHP2,CHP,5.97203424735306,7.166441096823672
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.0,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.0,EB2,EB,0.5035876989302494,0.4683365600051319
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.0,GT1,GT,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.0,PV1,PV,2.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.0,PV2,PV,3.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.0,PV3,PV,2.9999999999999996,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.25,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.25,CHP2,CHP,5.856238055400253,7.027485666480303
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.25,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.25,EB2,EB,0.49655102139003815,0.4617924498927355
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.25,GT1,GT,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.25,PV1,PV,2.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.25,PV2,PV,3.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.25,PV3,PV,2.9999999999999996,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.5,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.5,CHP2,CHP,5.744247628290834,6.893097153949001
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.5,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.5,EB2,EB,0.48917524218323044,0.4549329752304043
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.5,GT1,GT,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.5,PV1,PV,2.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.5,PV2,PV,3.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.5,PV3,PV,2.9999999999999996,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.75,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.75,CHP2,CHP,5.642441255203767,6.770929506244521
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.75,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.75,EB2,EB,0.48212161671089676,0.448373103541134
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.75,GT1,GT,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.75,PV1,PV,2.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.75,PV2,PV,3.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,12.75,PV3,PV,2.9999999999999996,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.0,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.0,CHP2,CHP,5.549161158119839,6.658993389743807
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.0,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.0,EB2,EB,0.4748093101269428,0.4415726584180568
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.0,GT1,GT,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.0,PV1,PV,1.9,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.0,PV2,PV,2.8499999999999996,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.0,PV3,PV,2.8499999999999996,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.25,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.25,CHP2,CHP,5.455317294075496,6.546380752890595
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.25,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.25,EB2,EB,0.464943101705561,0.43239708458617176
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.25,GT1,GT,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.25,PV1,PV,1.9,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.25,PV2,PV,2.8499999999999996,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.25,PV3,PV,2.8499999999999996,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.5,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.5,CHP2,CHP,5.365829605238961,6.438995526286753
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.5,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.5,EB2,EB,0.4545350416012044,0.4227175886891201
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.5,GT1,GT,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.5,PV1,PV,1.9,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.5,PV2,PV,2.8499999999999996,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.5,PV3,PV,2.8499999999999996,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.75,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.75,CHP2,CHP,5.283394259033924,6.3400731108407085
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.75,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.75,EB2,EB,0.44450269066222,0.41338750231586463
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.75,GT1,GT,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.75,PV1,PV,1.9,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.75,PV2,PV,2.8499999999999996,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,13.75,PV3,PV,2.8499999999999996,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.0,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.0,CHP2,CHP,5.207481956287375,6.24897834754485
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.0,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.0,EB2,EB,0.4343571902816965,0.40395218696197777
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.0,GT1,GT,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.0,PV1,PV,1.6,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.0,PV2,PV,2.4,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.0,PV3,PV,2.3999999999999995,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.25,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.25,CHP2,CHP,3.707481956287375,4.44897834754485
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.25,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.25,EB2,EB,0.4258439320813763,0.39603485683567996
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.25,GT1,GT,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.25,PV1,PV,1.6,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.25,PV2,PV,2.4,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.25,PV3,PV,2.3999999999999995,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.5,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.5,CHP2,CHP,5.061444673167998,6.073733607801597
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.5,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.5,EB2,EB,0.41799257895443015,0.38873309842762005
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.5,GT1,GT,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.5,PV1,PV,1.6,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.5,PV2,PV,2.4,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.5,PV3,PV,2.3999999999999995,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.75,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.75,CHP2,CHP,5.100235484448756,6.1202825813385076
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.75,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.75,EB2,EB,0.41111199131037374,0.3823341519186476
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.75,GT1,GT,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.75,PV1,PV,1.6,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.75,PV2,PV,2.4,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,14.75,PV3,PV,2.3999999999999995,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.0,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.0,CHP2,CHP,5.062871472732416,6.075445767278899
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.0,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.0,EB2,EB,0.40565735986310203,0.3772613446726849
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.0,GT1,GT,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.0,PV1,PV,1.2,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.0,PV2,PV,1.8,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.0,PV3,PV,1.8,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.25,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.25,CHP2,CHP,5.043394447181241,6.052073336617489
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.25,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.25,EB2,EB,0.40705687059233703,0.3785628896508735
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.25,GT1,GT,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.25,PV1,PV,1.2,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.25,PV2,PV,1.8,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.25,PV3,PV,1.8,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.5,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.5,CHP2,CHP,3.5433944471812406,4.252073336617489
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.5,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.5,EB2,EB,0.40953888985278736,0.38087116756309225
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.5,GT1,GT,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.5,PV1,PV,1.2,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.5,PV2,PV,1.8,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.5,PV3,PV,1.8,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.75,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.75,CHP2,CHP,3.4,4.08
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.75,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.75,EB2,EB,0.41122109626159886,0.382435619523287
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.75,GT1,GT,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.75,PV1,PV,1.2,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.75,PV2,PV,1.8,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,15.75,PV3,PV,1.8,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.0,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.0,CHP2,CHP,3.4,4.08
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.0,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.0,EB2,EB,0.41356265660932096,0.3846132706466685
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.0,GT1,GT,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.0,PV1,PV,0.7,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.0,PV2,PV,1.0499999999999998,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.0,PV3,PV,1.05,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.25,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.25,CHP2,CHP,3.4,4.08
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.25,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.25,EB2,EB,0.4257027365309763,0.395903544973808
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.25,GT1,GT,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.25,PV1,PV,0.7,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.25,PV2,PV,1.0499999999999998,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.25,PV3,PV,1.05,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.5,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.5,CHP2,CHP,3.4,4.08
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.5,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.5,EB2,EB,0.44057717424958814,0.409736772052117
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.5,GT1,GT,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.5,PV1,PV,0.7,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.5,PV2,PV,1.0499999999999998,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.5,PV3,PV,1.05,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.75,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.75,CHP2,CHP,4.189433373837995,5.027320048605595
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.75,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.75,EB2,EB,0.45345573053432114,0.4217138293969187
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.75,GT1,GT,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.75,PV1,PV,0.6999999999999998,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.75,PV2,PV,1.0499999999999998,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,16.75,PV3,PV,1.05,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,17.0,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,17.0,CHP2,CHP,5.689433373837995,6.8273200486055945
normal,74e43db5-0140-48be-8aa3-645aabf7a397,17.0,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,17.0,EB2,EB,0.46428650932676746,0.4317864536738938
normal,74e43db5-0140-48be-8aa3-645aabf7a397,17.0,GT1,GT,2.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,17.0,PV1,PV,0.24,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,17.0,PV2,PV,0.3599999999999999,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,17.0,PV3,PV,0.3600000000000003,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,17.25,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,17.25,CHP2,CHP,5.825377471806196,6.990452966167435
normal,74e43db5-0140-48be-8aa3-645aabf7a397,17.25,EB1,EB,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,17.25,EB2,EB,0.48008233625858304,0.44647657272048225
normal,74e43db5-0140-48be-8aa3-645aabf7a397,17.25,GT1,GT,2.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,17.25,PV1,PV,0.24,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,17.25,PV2,PV,0.3599999999999999,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,17.25,PV3,PV,0.3600000000000003,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,17.5,CHP1,CHP,0.0,0.0
normal,74e43db5-0140-48be-8aa3-645aabf7a397,17.5,CHP2,CHP,5.913029754386928,7.095635705264313
normal,74e43db5-0140-48be-8aa3-645aabf7a397,17.5,EB1,EB,0.0,0.0
