actor,reported,expanded,stable,bigfloat,report_error,report_gate,report_pass,model_class
2,6.032271817207979,6.032271817207978,6.032271817207981,6.032271817207980163544587035932648127597731939351484954327445802748190422884409,-1.7763568394002505e-15,6.032271817207981e-9,true,MISOCP
3,6.460848129518104,6.4608481295181015,6.460848129518102,6.460848129518104760961378321426039194529952776760606437207665879476306326074891,1.7763568394002505e-15,6.460848129518104e-9,true,MISOCP
4,14.398767689011876,14.398767537896175,14.398767537896175,14.39876753789617497003820064017585638792762665046192278926809411466525295746893,1.5111570128567564e-7,1.4398767689011877e-8,false,SOCP
5,16.765105965641187,16.765105954825557,16.76510595482556,16.76510595482555769990844360707784722077990949105224145602606845743435070435961,1.0815625728355371e-8,1.676510596564119e-8,true,SOCP
6,16.75989924018322,16.759899149758336,16.75989914975833,16.75989914975833132203927090632725247877299725775311962130392845665393349331834,9.042489068633586e-8,1.675989924018322e-8,false,SOCP
7,16.763956869185456,16.763956821914103,16.763956821914114,16.76395682191410438232526728233425477112624003349405857376670727547458031559449,4.7271342396015825e-8,1.6763956869185456e-8,false,SOCP
8,16.766454552868485,16.766454489066284,16.76645448906628,16.76645448906628433034415489789011470483351467651981348642071534895311719756828,6.380220440860285e-8,1.6766454552868485e-8,false,SOCP
9,5.836713221188494,5.836713194288781,5.836713194288781,5.836713194288781749576184269921075771172666151296280556213781599660237295381128,2.6899712679551158e-8,5.8367132211884944e-9,false,SOCP
1,1.6517371156148926,1.6517371156148968,1.6517371156149894,1.651737115614945868268294764242051271888302652228862332093519153602016030469995,-9.681144774731365e-14,1.6517371156149895e-9,true,MISOCP
