run_id,stage,equation,scope,entity,t,residual,unit,tolerance,pass
open_flexible--penalty-100,trading,R4-T1-inactive-DSO,tspa,w_H,4,0.0,native,1.0e-6,true
open_flexible--penalty-100,trading,R4-T1-inactive-DSO,tspa,E,1,0.0,MWh,1.0e-6,true
open_flexible--penalty-100,trading,R4-T1-inactive-DSO,tspa,E,2,0.0,MWh,1.0e-6,true
open_flexible--penalty-100,trading,R4-T1-inactive-DSO,tspa,E,3,0.0,MWh,1.0e-6,true
open_flexible--penalty-100,trading,R4-T1-inactive-DSO,tspa,E,4,0.0,MWh,1.0e-6,true
open_flexible--penalty-100,trading,R4-T1-inactive-DSO,tspa,E,5,0.0,MWh,1.0e-6,true
open_flexible--penalty-100,strict_physical,devices,model,1,1,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,devices,model,1,1,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,devices,model,1,1,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,devices,model,1,1,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,devices,model,1,1,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,PV,model,1,1,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,demand,model,1,1,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,dissatisfaction_epigraph,model,1,1,0.0,MW²,1.0e-6,true
open_flexible--penalty-100,strict_physical,demand,model,1,1,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,dissatisfaction_epigraph,model,1,1,0.0,MW²,1.0e-6,true
open_flexible--penalty-100,strict_physical,heat_conversion,model,1,1,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,R4-P2,model,1,1,0.0,MWh,1.2e-6,true
open_flexible--penalty-100,strict_physical,devices,model,1,2,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,devices,model,1,2,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,devices,model,1,2,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,devices,model,1,2,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,devices,model,1,2,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,PV,model,1,2,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,demand,model,1,2,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,dissatisfaction_epigraph,model,1,2,0.0,MW²,1.0e-6,true
open_flexible--penalty-100,strict_physical,demand,model,1,2,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,dissatisfaction_epigraph,model,1,2,0.0,MW²,1.0e-6,true
open_flexible--penalty-100,strict_physical,heat_conversion,model,1,2,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,R4-P2,model,1,2,0.0,MWh,1.2e-6,true
open_flexible--penalty-100,strict_physical,devices,model,1,3,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,devices,model,1,3,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,devices,model,1,3,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,devices,model,1,3,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,devices,model,1,3,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,PV,model,1,3,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,demand,model,1,3,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,dissatisfaction_epigraph,model,1,3,0.0,MW²,1.0e-6,true
open_flexible--penalty-100,strict_physical,demand,model,1,3,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,dissatisfaction_epigraph,model,1,3,0.0,MW²,1.0e-6,true
open_flexible--penalty-100,strict_physical,heat_conversion,model,1,3,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,R4-P2,model,1,3,0.0,MWh,1.2e-6,true
open_flexible--penalty-100,strict_physical,devices,model,1,4,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,devices,model,1,4,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,devices,model,1,4,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,devices,model,1,4,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,devices,model,1,4,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,PV,model,1,4,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,demand,model,1,4,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,dissatisfaction_epigraph,model,1,4,0.0,MW²,1.0e-6,true
open_flexible--penalty-100,strict_physical,demand,model,1,4,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,dissatisfaction_epigraph,model,1,4,0.0,MW²,1.0e-6,true
open_flexible--penalty-100,strict_physical,heat_conversion,model,1,4,0.0,MW,3.0e-6,true
open_flexible--penalty-100,strict_physical,R4-P2,model,1,4,0.0,MWh,1.2e-6,true
open_flexible--penalty-100,strict_physical,energy,model,1,1,0.0,MWh,1.2e-6,true
open_flexible--penalty-100,strict_physical,energy,model,1,2,0.0,MWh,1.2e-6,true
open_flexible--penalty-100,strict_physical,energy,model,1,3,0.0,MWh,1.2e-6,true
open_flexible--penalty-100,strict_physical,energy,model,1,4,0.0,MWh,1.2e-6,true
open_flexible--penalty-100,strict_physical,energy,model,1,5,0.0,MWh,1.2e-6,true
open_flexible--penalty-100,strict_physical,initial,model,1,0,0.0,MWh,1.2e-6,true
open_flexible--penalty-100,strict_physical,terminal,model,1,4,0.0,MWh,1.2e-6,true
